Date,WinWL,WinWLLstm
2021/06/02 01:41:57,1,0
2021/06/02 01:42:02,1,0
2021/06/02 01:42:15,0,1
2021/06/02 01:42:18,0,1
2021/06/02 01:42:48,1,0
2021/06/02 01:42:56,1,0
2021/06/02 01:43:02,0,1
2021/06/02 01:43:26,1,0
2021/06/02 01:43:44,1,0
2021/06/02 01:44:04,1,0
2021/06/02 01:44:13,0,1
2021/06/02 01:44:23,0,1
2021/06/02 01:44:32,0,1
2021/06/02 01:44:37,0,1
2021/06/02 01:45:16,0,1
2021/06/02 01:45:25,0,1
2021/06/02 01:45:30,0,1
2021/06/02 01:45:36,0,1
2021/06/02 01:45:54,1,0
2021/06/02 01:47:39,0,1
2021/06/02 01:48:04,1,0
2021/06/02 01:48:36,0,1
2021/06/02 01:49:05,1,0
2021/06/02 01:49:31,1,0
2021/06/02 01:51:18,0,1
2021/06/02 01:51:32,0,1
2021/06/02 01:51:45,0,1
2021/06/02 01:52:06,1,0
2021/06/02 01:52:27,1,0
2021/06/02 01:52:43,0,1
2021/06/02 01:52:55,0,1
2021/06/02 01:53:27,1,0
2021/06/02 01:54:08,0,1
2021/06/02 01:54:40,1,0
2021/06/02 01:54:55,1,0
2021/06/02 01:55:26,0,1
2021/06/02 01:57:18,0,1
2021/06/02 01:57:31,1,0
2021/06/02 01:57:39,0,1
2021/06/02 01:58:28,0,1
2021/06/02 01:58:35,0,1
2021/06/02 02:00:21,1,0
2021/06/02 02:00:42,0,1
2021/06/02 02:00:56,1,0
2021/06/02 02:01:09,1,0
2021/06/02 02:01:18,1,0
2021/06/02 02:01:39,1,0
2021/06/02 02:02:11,1,0
2021/06/02 02:02:24,1,0
2021/06/02 02:02:48,0,1
2021/06/02 02:03:01,0,1
2021/06/02 02:03:35,1,0
2021/06/02 02:03:44,0,1
2021/06/02 02:04:03,0,1
2021/06/02 02:04:11,1,0
2021/06/02 02:04:24,1,0
2021/06/02 02:06:08,0,1
2021/06/02 02:06:42,1,0
2021/06/02 02:07:08,1,0
2021/06/02 02:07:18,1,0
2021/06/02 02:07:28,0,1
2021/06/02 02:07:46,1,0
2021/06/02 02:09:39,0,1
2021/06/02 02:10:14,1,0
2021/06/02 02:11:32,0,1
2021/06/02 02:11:49,0,1
2021/06/02 02:12:12,0,1
2021/06/02 02:12:25,0,1
2021/06/02 02:13:00,0,1
2021/06/02 02:13:06,0,1
2021/06/02 02:13:16,0,1
2021/06/02 02:15:10,1,0
2021/06/02 02:15:17,0,1
2021/06/02 02:15:24,1,0
2021/06/02 02:15:57,1,0
2021/06/02 02:17:48,0,1
2021/06/02 02:18:18,1,0
2021/06/02 02:18:27,0,1
2021/06/02 02:18:49,0,1
2021/06/02 02:19:43,1,0
2021/06/02 02:19:52,0,1
2021/06/02 02:20:00,1,0
2021/06/02 02:20:04,0,1
2021/06/02 02:20:51,0,1
2021/06/02 02:21:03,0,1
2021/06/02 02:21:25,0,1
2021/06/02 02:21:31,0,1
2021/06/02 02:21:44,1,0
2021/06/02 02:23:47,1,0
2021/06/02 02:24:07,0,1
2021/06/02 02:24:31,0,1
2021/06/02 02:24:40,0,1
2021/06/02 02:26:41,1,0
2021/06/02 02:27:05,1,0
2021/06/02 02:27:12,1,0
2021/06/02 02:27:29,0,1
2021/06/02 02:28:10,1,0
2021/06/02 02:28:29,0,1
2021/06/02 02:28:50,0,1
2021/06/02 02:29:15,1,0
2021/06/02 02:29:27,0,1
2021/06/02 02:29:35,1,0
2021/06/02 02:29:53,1,0
2021/06/02 02:30:09,0,1
2021/06/02 02:30:25,1,0
2021/06/02 02:30:33,0,1
2021/06/02 02:30:51,1,0
2021/06/02 02:32:59,1,0
2021/06/02 02:33:07,0,1
2021/06/02 02:33:13,1,0
2021/06/02 02:33:38,1,0
2021/06/02 02:33:45,0,1
2021/06/02 02:34:32,1,0
2021/06/02 02:34:41,0,1
2021/06/02 02:35:14,0,1
2021/06/02 02:35:24,1,0
2021/06/02 02:35:44,0,1
2021/06/02 02:35:47,0,1
2021/06/02 02:35:59,0,1
2021/06/02 02:36:16,1,0
2021/06/02 02:36:35,0,1
2021/06/02 02:38:35,0,1
2021/06/02 02:39:01,1,0
2021/06/02 02:39:16,1,0
2021/06/02 02:39:30,0,1
2021/06/02 02:39:36,1,0
2021/06/02 02:39:46,0,1
2021/06/02 02:39:48,0,1
2021/06/02 02:40:23,1,0
2021/06/02 02:40:34,0,1
2021/06/02 02:40:47,1,0
2021/06/02 02:41:15,1,0
2021/06/02 02:41:40,1,0
2021/06/02 02:43:40,1,0
2021/06/02 02:44:00,0,1
2021/06/02 02:44:02,0,1
2021/06/02 02:44:40,1,0
2021/06/02 02:46:46,0,1
2021/06/02 02:47:15,0,1
2021/06/02 02:47:24,0,1
2021/06/02 02:47:31,1,0
2021/06/02 02:47:45,0,1
2021/06/02 02:47:46,1,0
2021/06/02 02:48:57,1,0
2021/06/02 02:49:23,0,1
2021/06/02 02:49:36,0,1
2021/06/02 02:50:19,0,1
2021/06/02 02:51:29,1,0
2021/06/02 02:52:06,1,0
2021/06/02 02:52:14,0,1
2021/06/02 02:53:28,0,1
2021/06/02 02:53:33,0,1
2021/06/02 02:53:58,1,0
2021/06/02 02:54:14,0,1
2021/06/02 02:54:31,1,0
2021/06/02 02:54:38,0,1
2021/06/02 02:55:10,0,1
2021/06/02 02:55:19,0,1
2021/06/02 02:55:39,0,1
2021/06/02 02:55:39,1,0
2021/06/02 02:56:00,0,1
2021/06/02 02:57:57,1,0
2021/06/02 02:58:42,1,0
2021/06/02 02:59:03,1,0
2021/06/02 02:59:11,0,1
2021/06/02 03:00:14,1,0
2021/06/02 03:00:33,0,1
2021/06/02 03:00:57,1,0
2021/06/02 03:01:04,0,1
2021/06/02 03:01:19,1,0
2021/06/02 03:01:40,1,0
2021/06/02 03:02:07,1,0
2021/06/02 03:04:11,0,1
2021/06/02 03:04:31,0,1
2021/06/02 03:04:39,0,1
2021/06/02 03:06:35,1,0
2021/06/02 03:07:09,0,1
2021/06/02 03:07:22,0,1
2021/06/02 03:07:30,1,0
2021/06/02 03:07:39,1,0
2021/06/02 03:08:02,0,1
2021/06/02 03:08:17,0,1
2021/06/02 03:08:17,487,513
