Date,WinWL_80SD_12FOV,WinWL_40SD_6FOV
2021/06/10 10:57:05,1,0
2021/06/10 10:57:10,1,0
2021/06/10 10:57:11,1,0
2021/06/10 10:57:16,1,0
2021/06/10 10:57:22,1,0
2021/06/10 10:57:26,1,0
2021/06/10 10:57:34,1,0
2021/06/10 10:57:36,1,0
2021/06/10 10:57:37,1,0
2021/06/10 10:57:41,0,1
2021/06/10 10:57:48,1,0
2021/06/10 10:57:54,1,0
2021/06/10 10:57:59,1,0
2021/06/10 10:58:01,0,1
2021/06/10 10:58:04,1,0
2021/06/10 10:58:09,1,0
2021/06/10 10:58:11,0,1
2021/06/10 10:58:11,1,0
2021/06/10 10:58:13,0,1
2021/06/10 10:58:15,1,0
2021/06/10 10:58:17,1,0
2021/06/10 10:58:19,1,0
2021/06/10 10:58:21,1,0
2021/06/10 10:58:23,0,1
2021/06/10 10:58:23,1,0
2021/06/10 10:58:24,0,1
2021/06/10 10:58:26,1,0
2021/06/10 10:58:30,1,0
2021/06/10 10:58:31,0,1
2021/06/10 10:58:31,1,0
2021/06/10 10:58:32,1,0
2021/06/10 10:58:34,1,0
2021/06/10 10:58:36,1,0
2021/06/10 10:58:38,0,1
2021/06/10 10:58:41,1,0
2021/06/10 10:58:44,1,0
2021/06/10 10:58:48,0,1
2021/06/10 10:58:48,0,1
2021/06/10 10:58:48,1,0
2021/06/10 10:58:49,1,0
2021/06/10 10:58:53,1,0
2021/06/10 10:58:55,0,1
2021/06/10 10:58:56,1,0
2021/06/10 10:59:08,1,0
2021/06/10 10:59:12,0,1
2021/06/10 10:59:12,1,0
2021/06/10 10:59:14,1,0
2021/06/10 10:59:16,1,0
2021/06/10 10:59:19,1,0
2021/06/10 10:59:20,0,1
2021/06/10 10:59:23,1,0
2021/06/10 10:59:36,1,0
2021/06/10 10:59:38,1,0
2021/06/10 10:59:48,0,1
2021/06/10 10:59:54,1,0
2021/06/10 10:59:57,1,0
2021/06/10 10:59:58,1,0
2021/06/10 11:00:01,1,0
2021/06/10 11:00:13,1,0
2021/06/10 11:00:16,1,0
2021/06/10 11:00:17,1,0
2021/06/10 11:00:17,0,1
2021/06/10 11:00:25,1,0
2021/06/10 11:00:31,1,0
2021/06/10 11:00:37,1,0
2021/06/10 11:00:39,1,0
2021/06/10 11:00:42,1,0
2021/06/10 11:00:43,1,0
2021/06/10 11:00:49,1,0
2021/06/10 11:00:52,1,0
2021/06/10 11:00:53,0,1
2021/06/10 11:01:03,1,0
2021/06/10 11:01:13,0,1
2021/06/10 11:01:19,1,0
2021/06/10 11:01:22,1,0
2021/06/10 11:01:25,1,0
2021/06/10 11:01:26,1,0
2021/06/10 11:01:29,1,0
2021/06/10 11:01:32,1,0
2021/06/10 11:01:37,1,0
2021/06/10 11:01:37,1,0
2021/06/10 11:01:39,1,0
2021/06/10 11:01:39,1,0
2021/06/10 11:01:49,1,0
2021/06/10 11:01:54,1,0
2021/06/10 11:01:55,1,0
2021/06/10 11:02:05,0,1
2021/06/10 11:02:09,1,0
2021/06/10 11:02:09,1,0
2021/06/10 11:02:15,0,1
2021/06/10 11:02:15,1,0
2021/06/10 11:02:17,0,1
2021/06/10 11:02:23,1,0
2021/06/10 11:02:28,1,0
2021/06/10 11:02:33,1,0
2021/06/10 11:02:34,1,0
2021/06/10 11:02:43,1,0
2021/06/10 11:02:45,1,0
2021/06/10 11:02:49,1,0
2021/06/10 11:02:53,1,0
2021/06/10 11:02:54,1,0
2021/06/10 11:02:56,0,1
2021/06/10 11:03:02,0,1
2021/06/10 11:03:07,1,0
2021/06/10 11:03:11,0,1
2021/06/10 11:03:16,1,0
2021/06/10 11:03:17,1,0
2021/06/10 11:03:18,1,0
2021/06/10 11:03:23,0,1
2021/06/10 11:03:25,1,0
2021/06/10 11:03:27,0,1
2021/06/10 11:03:31,1,0
2021/06/10 11:03:33,1,0
2021/06/10 11:03:36,1,0
2021/06/10 11:03:38,1,0
2021/06/10 11:03:45,1,0
2021/06/10 11:03:46,1,0
2021/06/10 11:03:50,1,0
2021/06/10 11:03:51,0,1
2021/06/10 11:03:52,1,0
2021/06/10 11:04:01,1,0
2021/06/10 11:04:02,1,0
2021/06/10 11:04:09,1,0
2021/06/10 11:04:17,0,1
2021/06/10 11:04:18,1,0
2021/06/10 11:04:19,1,0
2021/06/10 11:04:24,0,1
2021/06/10 11:04:27,0,1
2021/06/10 11:04:33,1,0
2021/06/10 11:04:34,0,1
2021/06/10 11:04:35,0,1
2021/06/10 11:04:36,1,0
2021/06/10 11:04:41,1,0
2021/06/10 11:04:43,1,0
2021/06/10 11:04:47,1,0
2021/06/10 11:04:58,1,0
2021/06/10 11:04:59,1,0
2021/06/10 11:05:03,0,1
2021/06/10 11:05:04,1,0
2021/06/10 11:05:08,1,0
2021/06/10 11:05:12,1,0
2021/06/10 11:05:18,1,0
2021/06/10 11:05:18,0,1
2021/06/10 11:05:21,1,0
2021/06/10 11:05:23,1,0
2021/06/10 11:05:27,1,0
2021/06/10 11:05:37,1,0
2021/06/10 11:05:40,1,0
2021/06/10 11:05:48,1,0
2021/06/10 11:05:50,1,0
2021/06/10 11:06:02,1,0
2021/06/10 11:06:06,0,1
2021/06/10 11:06:16,1,0
2021/06/10 11:06:19,0,1
2021/06/10 11:06:21,1,0
2021/06/10 11:06:23,1,0
2021/06/10 11:06:25,1,0
2021/06/10 11:06:28,1,0
2021/06/10 11:06:31,1,0
2021/06/10 11:06:33,1,0
2021/06/10 11:06:34,1,0
2021/06/10 11:06:35,0,1
2021/06/10 11:06:37,1,0
2021/06/10 11:06:39,1,0
2021/06/10 11:06:40,0,1
2021/06/10 11:06:42,0,1
2021/06/10 11:06:44,1,0
2021/06/10 11:06:45,1,0
2021/06/10 11:06:50,1,0
2021/06/10 11:06:56,1,0
2021/06/10 11:06:58,1,0
2021/06/10 11:07:00,1,0
2021/06/10 11:07:08,1,0
2021/06/10 11:07:11,0,1
2021/06/10 11:07:11,1,0
2021/06/10 11:07:19,1,0
2021/06/10 11:07:20,1,0
2021/06/10 11:07:20,0,1
2021/06/10 11:07:25,1,0
2021/06/10 11:07:26,0,1
2021/06/10 11:07:27,1,0
2021/06/10 11:07:35,0,1
2021/06/10 11:07:39,1,0
2021/06/10 11:07:44,1,0
2021/06/10 11:07:46,1,0
2021/06/10 11:07:48,1,0
2021/06/10 11:07:49,1,0
2021/06/10 11:07:50,1,0
2021/06/10 11:07:57,0,1
2021/06/10 11:08:00,1,0
2021/06/10 11:08:00,0,1
2021/06/10 11:08:02,1,0
2021/06/10 11:08:05,1,0
2021/06/10 11:08:06,0,1
2021/06/10 11:08:09,0,1
2021/06/10 11:08:10,1,0
2021/06/10 11:08:12,0,1
2021/06/10 11:08:23,1,0
2021/06/10 11:08:24,1,0
2021/06/10 11:08:29,1,0
2021/06/10 11:08:32,1,0
2021/06/10 11:08:34,0,1
2021/06/10 11:08:35,1,0
2021/06/10 11:08:35,0,1
2021/06/10 11:08:36,0,1
2021/06/10 11:08:43,0,1
2021/06/10 11:08:47,1,0
2021/06/10 11:08:47,1,0
2021/06/10 11:08:50,1,0
2021/06/10 11:09:02,1,0
2021/06/10 11:09:04,0,1
2021/06/10 11:09:05,1,0
2021/06/10 11:09:07,1,0
2021/06/10 11:09:22,1,0
2021/06/10 11:09:24,1,0
2021/06/10 11:09:27,1,0
2021/06/10 11:09:32,1,0
2021/06/10 11:09:33,1,0
2021/06/10 11:09:38,1,0
2021/06/10 11:09:38,1,0
2021/06/10 11:09:45,0,1
2021/06/10 11:09:46,1,0
2021/06/10 11:09:49,0,1
2021/06/10 11:09:51,1,0
2021/06/10 11:09:58,1,0
2021/06/10 11:10:01,1,0
2021/06/10 11:10:06,1,0
2021/06/10 11:10:12,1,0
2021/06/10 11:10:13,1,0
2021/06/10 11:10:19,0,1
2021/06/10 11:10:22,1,0
2021/06/10 11:10:25,1,0
2021/06/10 11:10:28,1,0
2021/06/10 11:10:29,1,0
2021/06/10 11:10:30,0,1
2021/06/10 11:10:34,0,1
2021/06/10 11:10:40,1,0
2021/06/10 11:10:43,1,0
2021/06/10 11:10:45,0,1
2021/06/10 11:10:46,0,1
2021/06/10 11:10:48,1,0
2021/06/10 11:10:49,1,0
2021/06/10 11:10:49,0,1
2021/06/10 11:10:52,0,1
2021/06/10 11:10:53,1,0
2021/06/10 11:11:00,1,0
2021/06/10 11:11:04,1,0
2021/06/10 11:11:08,0,1
2021/06/10 11:11:09,1,0
2021/06/10 11:11:10,1,0
2021/06/10 11:11:10,1,0
2021/06/10 11:11:11,1,0
2021/06/10 11:11:21,1,0
2021/06/10 11:11:27,1,0
2021/06/10 11:11:28,1,0
2021/06/10 11:11:33,1,0
2021/06/10 11:11:37,1,0
2021/06/10 11:11:44,1,0
2021/06/10 11:11:44,1,0
2021/06/10 11:11:47,1,0
2021/06/10 11:11:48,1,0
2021/06/10 11:11:51,1,0
2021/06/10 11:11:53,1,0
2021/06/10 11:11:59,1,0
2021/06/10 11:12:00,1,0
2021/06/10 11:12:08,1,0
2021/06/10 11:12:12,1,0
2021/06/10 11:12:35,1,0
2021/06/10 11:12:35,0,1
2021/06/10 11:12:39,1,0
2021/06/10 11:12:41,1,0
2021/06/10 11:12:42,0,1
2021/06/10 11:12:43,1,0
2021/06/10 11:12:45,1,0
2021/06/10 11:12:46,0,1
2021/06/10 11:12:46,0,1
2021/06/10 11:12:59,1,0
2021/06/10 11:13:06,0,1
2021/06/10 11:13:08,1,0
2021/06/10 11:13:11,1,0
2021/06/10 11:13:13,1,0
2021/06/10 11:13:17,1,0
2021/06/10 11:13:21,1,0
2021/06/10 11:13:26,1,0
2021/06/10 11:13:27,0,1
2021/06/10 11:13:28,0,1
2021/06/10 11:13:29,1,0
2021/06/10 11:13:35,1,0
2021/06/10 11:13:37,1,0
2021/06/10 11:13:37,1,0
2021/06/10 11:13:38,0,1
2021/06/10 11:13:38,1,0
2021/06/10 11:13:46,1,0
2021/06/10 11:13:48,0,1
2021/06/10 11:13:50,1,0
2021/06/10 11:13:53,1,0
2021/06/10 11:13:56,1,0
2021/06/10 11:13:57,1,0
2021/06/10 11:14:03,1,0
2021/06/10 11:14:04,1,0
2021/06/10 11:14:04,0,1
2021/06/10 11:14:10,0,1
2021/06/10 11:14:12,1,0
2021/06/10 11:14:12,1,0
2021/06/10 11:14:18,1,0
2021/06/10 11:14:20,1,0
2021/06/10 11:14:23,1,0
2021/06/10 11:14:24,1,0
2021/06/10 11:14:28,0,1
2021/06/10 11:14:28,1,0
2021/06/10 11:14:28,1,0
2021/06/10 11:14:33,0,1
2021/06/10 11:14:40,1,0
2021/06/10 11:14:42,0,1
2021/06/10 11:14:43,1,0
2021/06/10 11:14:47,1,0
2021/06/10 11:14:53,1,0
2021/06/10 11:14:54,1,0
2021/06/10 11:14:56,1,0
2021/06/10 11:15:06,1,0
2021/06/10 11:15:07,1,0
2021/06/10 11:15:08,1,0
2021/06/10 11:15:14,0,1
2021/06/10 11:15:16,1,0
2021/06/10 11:15:17,0,1
2021/06/10 11:15:19,1,0
2021/06/10 11:15:21,1,0
2021/06/10 11:15:25,1,0
2021/06/10 11:15:25,1,0
2021/06/10 11:15:26,0,1
2021/06/10 11:15:30,1,0
2021/06/10 11:15:31,1,0
2021/06/10 11:15:33,0,1
2021/06/10 11:15:41,0,1
2021/06/10 11:15:43,0,1
2021/06/10 11:15:45,1,0
2021/06/10 11:15:49,1,0
2021/06/10 11:15:50,1,0
2021/06/10 11:15:51,1,0
2021/06/10 11:15:55,1,0
2021/06/10 11:15:57,1,0
2021/06/10 11:16:03,1,0
2021/06/10 11:16:18,1,0
2021/06/10 11:16:21,1,0
2021/06/10 11:16:22,1,0
2021/06/10 11:16:30,1,0
2021/06/10 11:16:30,1,0
2021/06/10 11:16:34,1,0
2021/06/10 11:16:34,1,0
2021/06/10 11:16:35,1,0
2021/06/10 11:16:39,1,0
2021/06/10 11:16:43,0,1
2021/06/10 11:16:47,1,0
2021/06/10 11:16:51,1,0
2021/06/10 11:16:52,0,1
2021/06/10 11:16:53,0,1
2021/06/10 11:16:56,0,1
2021/06/10 11:17:01,1,0
2021/06/10 11:17:06,1,0
2021/06/10 11:17:10,0,1
2021/06/10 11:17:11,1,0
2021/06/10 11:17:12,1,0
2021/06/10 11:17:13,1,0
2021/06/10 11:17:18,1,0
2021/06/10 11:17:18,1,0
2021/06/10 11:17:22,1,0
2021/06/10 11:17:24,1,0
2021/06/10 11:17:25,1,0
2021/06/10 11:17:26,0,1
2021/06/10 11:17:40,0,1
2021/06/10 11:17:45,1,0
2021/06/10 11:17:47,1,0
2021/06/10 11:17:48,1,0
2021/06/10 11:17:53,0,1
2021/06/10 11:18:00,1,0
2021/06/10 11:18:01,1,0
2021/06/10 11:18:31,1,0
2021/06/10 11:18:31,1,0
2021/06/10 11:18:36,1,0
2021/06/10 11:18:47,1,0
2021/06/10 11:18:51,1,0
2021/06/10 11:18:55,0,1
2021/06/10 11:18:55,1,0
2021/06/10 11:18:55,0,1
2021/06/10 11:18:56,1,0
2021/06/10 11:18:57,1,0
2021/06/10 11:19:02,1,0
2021/06/10 11:19:08,0,1
2021/06/10 11:19:10,1,0
2021/06/10 11:19:14,0,1
2021/06/10 11:19:14,1,0
2021/06/10 11:19:20,1,0
2021/06/10 11:19:23,0,1
2021/06/10 11:19:25,1,0
2021/06/10 11:19:30,1,0
2021/06/10 11:19:32,1,0
2021/06/10 11:19:32,1,0
2021/06/10 11:19:48,1,0
2021/06/10 11:19:50,1,0
2021/06/10 11:19:54,0,1
2021/06/10 11:20:01,1,0
2021/06/10 11:20:02,1,0
2021/06/10 11:20:05,1,0
2021/06/10 11:20:08,1,0
2021/06/10 11:20:08,0,1
2021/06/10 11:20:14,1,0
2021/06/10 11:20:17,1,0
2021/06/10 11:20:21,1,0
2021/06/10 11:20:24,1,0
2021/06/10 11:20:24,1,0
2021/06/10 11:20:25,1,0
2021/06/10 11:20:28,0,1
2021/06/10 11:20:42,1,0
2021/06/10 11:20:49,1,0
2021/06/10 11:20:51,1,0
2021/06/10 11:21:05,0,1
2021/06/10 11:21:11,1,0
2021/06/10 11:21:14,1,0
2021/06/10 11:21:15,1,0
2021/06/10 11:21:24,0,1
2021/06/10 11:21:36,1,0
2021/06/10 11:21:38,0,1
2021/06/10 11:21:43,1,0
2021/06/10 11:21:51,0,1
2021/06/10 11:21:52,1,0
2021/06/10 11:22:05,1,0
2021/06/10 11:22:07,1,0
2021/06/10 11:22:14,1,0
2021/06/10 11:22:14,0,1
2021/06/10 11:22:23,1,0
2021/06/10 11:22:26,1,0
2021/06/10 11:22:26,0,1
2021/06/10 11:22:30,1,0
2021/06/10 11:22:31,1,0
2021/06/10 11:22:38,1,0
2021/06/10 11:22:43,1,0
2021/06/10 11:22:51,1,0
2021/06/10 11:22:52,1,0
2021/06/10 11:22:55,0,1
2021/06/10 11:22:55,0,1
2021/06/10 11:22:56,1,0
2021/06/10 11:23:03,0,1
2021/06/10 11:23:04,1,0
2021/06/10 11:23:07,1,0
2021/06/10 11:23:10,1,0
2021/06/10 11:23:13,1,0
2021/06/10 11:23:14,0,1
2021/06/10 11:23:14,1,0
2021/06/10 11:23:15,0,1
2021/06/10 11:23:17,1,0
2021/06/10 11:23:21,0,1
2021/06/10 11:23:26,1,0
2021/06/10 11:23:29,1,0
2021/06/10 11:23:31,1,0
2021/06/10 11:23:34,0,1
2021/06/10 11:23:41,0,1
2021/06/10 11:23:44,1,0
2021/06/10 11:23:48,1,0
2021/06/10 11:23:49,1,0
2021/06/10 11:23:52,1,0
2021/06/10 11:23:55,1,0
2021/06/10 11:23:58,1,0
2021/06/10 11:23:59,1,0
2021/06/10 11:24:05,1,0
2021/06/10 11:24:06,1,0
2021/06/10 11:24:06,0,1
2021/06/10 11:24:09,0,1
2021/06/10 11:24:09,1,0
2021/06/10 11:24:11,1,0
2021/06/10 11:24:15,1,0
2021/06/10 11:24:17,0,1
2021/06/10 11:24:20,1,0
2021/06/10 11:24:23,0,1
2021/06/10 11:24:24,1,0
2021/06/10 11:24:25,1,0
2021/06/10 11:24:27,1,0
2021/06/10 11:24:27,0,1
2021/06/10 11:24:31,0,1
2021/06/10 11:24:36,1,0
2021/06/10 11:24:38,1,0
2021/06/10 11:24:42,0,1
2021/06/10 11:24:44,0,1
2021/06/10 11:24:46,0,1
2021/06/10 11:24:51,1,0
2021/06/10 11:24:52,1,0
2021/06/10 11:24:52,1,0
2021/06/10 11:25:01,1,0
2021/06/10 11:25:06,0,1
2021/06/10 11:25:15,1,0
2021/06/10 11:25:21,1,0
2021/06/10 11:25:26,1,0
2021/06/10 11:25:31,1,0
2021/06/10 11:25:37,1,0
2021/06/10 11:25:45,1,0
2021/06/10 11:25:50,1,0
2021/06/10 11:25:55,0,1
2021/06/10 11:25:56,0,1
2021/06/10 11:26:02,1,0
2021/06/10 11:26:02,1,0
2021/06/10 11:26:07,1,0
2021/06/10 11:26:10,1,0
2021/06/10 11:26:11,0,1
2021/06/10 11:26:11,0,1
2021/06/10 11:26:12,1,0
2021/06/10 11:26:13,1,0
2021/06/10 11:26:14,1,0
2021/06/10 11:26:15,1,0
2021/06/10 11:26:17,0,1
2021/06/10 11:26:20,1,0
2021/06/10 11:26:25,1,0
2021/06/10 11:26:27,1,0
2021/06/10 11:26:34,1,0
2021/06/10 11:26:37,1,0
2021/06/10 11:26:37,1,0
2021/06/10 11:26:38,0,1
2021/06/10 11:26:39,0,1
2021/06/10 11:26:44,0,1
2021/06/10 11:26:45,1,0
2021/06/10 11:26:55,1,0
2021/06/10 11:26:55,0,1
2021/06/10 11:27:08,1,0
2021/06/10 11:27:10,1,0
2021/06/10 11:27:15,1,0
2021/06/10 11:27:22,1,0
2021/06/10 11:27:23,1,0
2021/06/10 11:27:49,1,0
2021/06/10 11:27:57,1,0
2021/06/10 11:28:06,0,1
2021/06/10 11:28:08,1,0
2021/06/10 11:28:09,0,1
2021/06/10 11:28:12,1,0
2021/06/10 11:28:13,1,0
2021/06/10 11:28:21,1,0
2021/06/10 11:28:21,1,0
2021/06/10 11:28:22,1,0
2021/06/10 11:28:26,0,1
2021/06/10 11:28:27,1,0
2021/06/10 11:28:28,1,0
2021/06/10 11:28:28,0,1
2021/06/10 11:28:29,1,0
2021/06/10 11:28:30,1,0
2021/06/10 11:28:36,0,1
2021/06/10 11:28:36,1,0
2021/06/10 11:28:37,1,0
2021/06/10 11:28:40,0,1
2021/06/10 11:28:42,0,1
2021/06/10 11:28:44,1,0
2021/06/10 11:28:57,0,1
2021/06/10 11:28:58,1,0
2021/06/10 11:28:59,1,0
2021/06/10 11:29:00,1,0
2021/06/10 11:29:01,1,0
2021/06/10 11:29:02,0,1
2021/06/10 11:29:02,1,0
2021/06/10 11:29:04,1,0
2021/06/10 11:29:14,0,1
2021/06/10 11:29:16,1,0
2021/06/10 11:29:21,1,0
2021/06/10 11:29:21,0,1
2021/06/10 11:29:22,1,0
2021/06/10 11:29:24,0,1
2021/06/10 11:29:26,1,0
2021/06/10 11:29:31,1,0
2021/06/10 11:29:37,1,0
2021/06/10 11:29:39,1,0
2021/06/10 11:29:49,1,0
2021/06/10 11:29:53,1,0
2021/06/10 11:29:57,1,0
2021/06/10 11:30:06,1,0
2021/06/10 11:30:07,1,0
2021/06/10 11:30:09,1,0
2021/06/10 11:30:12,1,0
2021/06/10 11:30:13,0,1
2021/06/10 11:30:14,0,1
2021/06/10 11:30:17,0,1
2021/06/10 11:30:20,1,0
2021/06/10 11:30:21,1,0
2021/06/10 11:30:27,0,1
2021/06/10 11:30:32,1,0
2021/06/10 11:30:33,0,1
2021/06/10 11:30:36,0,1
2021/06/10 11:30:38,1,0
2021/06/10 11:30:39,1,0
2021/06/10 11:30:39,1,0
2021/06/10 11:30:40,1,0
2021/06/10 11:30:40,1,0
2021/06/10 11:30:48,1,0
2021/06/10 11:30:51,1,0
2021/06/10 11:30:51,1,0
2021/06/10 11:30:53,1,0
2021/06/10 11:30:55,1,0
2021/06/10 11:30:58,0,1
2021/06/10 11:31:08,1,0
2021/06/10 11:31:11,0,1
2021/06/10 11:31:14,0,1
2021/06/10 11:31:14,1,0
2021/06/10 11:31:17,0,1
2021/06/10 11:31:21,1,0
2021/06/10 11:31:26,1,0
2021/06/10 11:31:28,1,0
2021/06/10 11:31:28,0,1
2021/06/10 11:31:29,1,0
2021/06/10 11:31:33,1,0
2021/06/10 11:31:43,0,1
2021/06/10 11:31:43,1,0
2021/06/10 11:31:53,1,0
2021/06/10 11:32:07,1,0
2021/06/10 11:32:07,1,0
2021/06/10 11:32:15,1,0
2021/06/10 11:32:18,1,0
2021/06/10 11:32:21,1,0
2021/06/10 11:32:26,0,1
2021/06/10 11:32:27,1,0
2021/06/10 11:32:31,1,0
2021/06/10 11:32:34,1,0
2021/06/10 11:32:36,1,0
2021/06/10 11:32:38,1,0
2021/06/10 11:32:38,0,1
2021/06/10 11:32:40,0,1
2021/06/10 11:32:44,0,1
2021/06/10 11:32:46,1,0
2021/06/10 11:32:46,1,0
2021/06/10 11:32:49,1,0
2021/06/10 11:32:58,1,0
2021/06/10 11:32:59,1,0
2021/06/10 11:33:06,1,0
2021/06/10 11:33:07,1,0
2021/06/10 11:33:10,0,1
2021/06/10 11:33:16,1,0
2021/06/10 11:33:21,1,0
2021/06/10 11:33:22,1,0
2021/06/10 11:33:26,1,0
2021/06/10 11:33:26,0,1
2021/06/10 11:33:28,1,0
2021/06/10 11:33:33,1,0
2021/06/10 11:33:41,1,0
2021/06/10 11:33:51,0,1
2021/06/10 11:33:51,1,0
2021/06/10 11:33:52,1,0
2021/06/10 11:33:57,1,0
2021/06/10 11:33:59,0,1
2021/06/10 11:34:06,1,0
2021/06/10 11:34:07,1,0
2021/06/10 11:34:10,1,0
2021/06/10 11:34:13,1,0
2021/06/10 11:34:15,0,1
2021/06/10 11:34:19,1,0
2021/06/10 11:34:20,1,0
2021/06/10 11:34:21,0,1
2021/06/10 11:34:23,0,1
2021/06/10 11:34:23,1,0
2021/06/10 11:34:28,1,0
2021/06/10 11:34:32,1,0
2021/06/10 11:34:35,1,0
2021/06/10 11:34:38,1,0
2021/06/10 11:34:42,1,0
2021/06/10 11:34:46,1,0
2021/06/10 11:34:53,1,0
2021/06/10 11:34:57,1,0
2021/06/10 11:35:01,0,1
2021/06/10 11:35:03,1,0
2021/06/10 11:35:04,0,1
2021/06/10 11:35:04,1,0
2021/06/10 11:35:08,1,0
2021/06/10 11:35:09,1,0
2021/06/10 11:35:17,1,0
2021/06/10 11:35:18,1,0
2021/06/10 11:35:23,1,0
2021/06/10 11:35:25,1,0
2021/06/10 11:35:27,1,0
2021/06/10 11:35:33,1,0
2021/06/10 11:35:35,0,1
2021/06/10 11:35:39,0,1
2021/06/10 11:35:49,1,0
2021/06/10 11:35:51,1,0
2021/06/10 11:35:52,1,0
2021/06/10 11:35:52,1,0
2021/06/10 11:35:56,0,1
2021/06/10 11:36:02,1,0
2021/06/10 11:36:05,1,0
2021/06/10 11:36:09,0,1
2021/06/10 11:36:09,1,0
2021/06/10 11:36:12,1,0
2021/06/10 11:36:15,0,1
2021/06/10 11:36:15,0,1
2021/06/10 11:36:16,1,0
2021/06/10 11:36:22,0,1
2021/06/10 11:36:29,0,1
2021/06/10 11:36:31,0,1
2021/06/10 11:36:33,1,0
2021/06/10 11:36:34,1,0
2021/06/10 11:36:41,1,0
2021/06/10 11:36:42,1,0
2021/06/10 11:36:44,0,1
2021/06/10 11:36:48,1,0
2021/06/10 11:36:50,1,0
2021/06/10 11:36:51,0,1
2021/06/10 11:36:51,1,0
2021/06/10 11:36:54,1,0
2021/06/10 11:36:57,1,0
2021/06/10 11:37:08,1,0
2021/06/10 11:37:17,1,0
2021/06/10 11:37:21,0,1
2021/06/10 11:37:22,1,0
2021/06/10 11:37:26,0,1
2021/06/10 11:37:27,1,0
2021/06/10 11:37:28,0,1
2021/06/10 11:37:34,1,0
2021/06/10 11:37:34,1,0
2021/06/10 11:37:41,1,0
2021/06/10 11:37:41,1,0
2021/06/10 11:37:45,0,1
2021/06/10 11:37:50,1,0
2021/06/10 11:37:51,1,0
2021/06/10 11:38:00,1,0
2021/06/10 11:38:00,1,0
2021/06/10 11:38:13,1,0
2021/06/10 11:38:15,1,0
2021/06/10 11:38:22,1,0
2021/06/10 11:38:31,1,0
2021/06/10 11:38:31,0,1
2021/06/10 11:38:32,1,0
2021/06/10 11:38:36,0,1
2021/06/10 11:38:37,0,1
2021/06/10 11:38:39,1,0
2021/06/10 11:38:39,0,1
2021/06/10 11:38:39,1,0
2021/06/10 11:38:43,1,0
2021/06/10 11:38:45,1,0
2021/06/10 11:38:48,1,0
2021/06/10 11:38:49,0,1
2021/06/10 11:38:52,1,0
2021/06/10 11:38:52,1,0
2021/06/10 11:38:54,0,1
