15.62518,-10.44904,1.1,1.1,0.8,0.8,0.8
18.37888,-15.85822,1.1,1.1,0.8,0.8,0.8
15.3187,-26.45726,1.1,1.1,0.8,0.8,0.8
12.85322,0.04403949,1.1,1.1,0.8,0.8,0.8
16.83298,-30,1.1,1.1,0.8,0.8,0.8
30,-7.804205,1.1,1.1,0.8,0.8,0.8
9.99054,-10.37921,1.1,1.1,0.8,0.8,0.8
17.18855,-13.25481,1.1,1.1,0.8,0.8,0.8
22.56872,-4.193741,1.1,1.1,0.8,0.8,0.8
12.80674,-14.31053,1.1,1.1,0.8,0.8,0.8
9.325878,-23.11183,1.1,1.1,0.8,0.8,0.8
6.293643,1.305071,1.1,1.1,0.8,0.8,0.8
22.57372,6.378551,1.1,1.1,0.8,0.8,0.8
26.76044,-24.31644,1.1,1.1,0.8,0.8,0.8
21.42079,-8.398147,1.1,1.1,0.8,0.7349359,0.8
30,10.7486,1.1,1.1,0.8,0.6510899,0.8
20.87264,1.74675,1.1,1.1,0.8,0.8,0.8
18.51444,0.5743504,1.1,1.1,0.8,0.8,0.8
28.99479,-6.683391,1.1,1.1,0.8,0.8,0.8
22.21656,-11.6927,1.1,1.1,0.8,0.8,0.8
20.21712,1.324924,1.1,1.1,0.8,0.8,0.8
-1.985253,-8.036805,1.1,1.1,0.8,0.8,0.8
-0.345918,-21.78285,1.1,1.1,0.8,0.8,0.8
11.65854,-11.32487,1.1,1.1,0.8,0.8,0.8
24.14625,-13.82707,1.1,1.1,0.8,0.8,0.8
17.52198,-5.114753,1.1,1.1,0.8,0.8,0.8
18.81815,-13.96858,1.1,1.1,0.8,0.8,0.8
11.56097,-24.79035,1.1,1.1,0.8,0.8,0.8
27.07735,-18.76052,1.1,1.1,0.8,0.8,0.8
22.69338,2.288703,1.1,1.1,0.8,0.8,0.8
23.37038,-10.10268,1.1,1.1,0.8,0.8,0.8
13.55482,-5.449329,1.1,1.1,0.8,0.8,0.8
22.34527,13.38146,1.1,1.1,0.8,0.6122382,0.8
16.60716,-1.749359,1.1,1.1,0.8,0.8,0.8
30,-18.9015,1.1,1.1,0.8,0.8,0.8
14.11936,-6.957349,1.1,1.1,0.8,0.8,0.8
16.21792,-6.135539,1.1,1.1,0.8,0.8,0.8
22.35043,-23.37194,1.1,1.1,0.8,0.8,0.8
11.9303,-7.052641,1.1,1.1,0.8,0.8,0.8
19.65362,-12.77397,1.1,1.1,0.8,0.8,0.8
12.81525,-25.9479,1.1,1.1,0.8,0.8,0.8
25.97761,-5.122789,1.1,1.1,0.8,0.8,0.8
26.42956,-26.34785,1.1,1.1,0.8,0.8,0.8
16.60879,-24.36365,1.1,1.1,0.8,0.8,0.8
30,-5.094329,1.1,1.1,0.8,0.8,0.8
30,8.545316,1.1,1.1,0.8,0.8,0.8
24.32382,-5.14992,1.1,1.1,0.8,0.8,0.8
26.38853,-13.72371,1.1,1.1,0.8,0.8,0.8
24.8788,-13.42893,1.1,1.1,0.8,0.8,0.8
17.40088,-11.99896,1.1,1.1,0.8,0.8,0.8
23.21791,3.641342,1.1,1.1,0.4936303,0.4951608,0.8
13.40731,-1.483121,1.1,1.1,0.8,0.4394049,0.8
-2.25932,2.610799,1.1,1.1,0.8,0.8,0.3964911
-1.11941,-14.01009,1.1,1.1,0.8,0.8,0.8
22.89846,-16.42566,1.1,1.1,0.8,0.8,0.8
28.55229,-6.424675,1.1,1.1,0.8,0.8,0.8
12.41637,-9.477921,1.1,1.1,0.8,0.8,0.8
24.14594,-11.60253,1.1,1.1,0.8,0.8,0.8
29.85838,4.3185,1.1,1.1,0.8,0.8,0.8
4.530457,-12.82576,1.1,1.1,0.8,0.8,0.8
12.7884,11.16655,1.1,1.1,0.8,0.8,0.8
16.25336,-27.4833,1.1,1.1,0.8,0.8,0.8
26.67953,-11.92929,1.1,1.1,0.8,0.8,0.8
25.2441,-12.56422,1.1,1.1,0.8,0.8,0.8
30,-17.67157,1.1,1.1,0.8,0.8,0.8
28.43925,-10.59526,1.1,1.1,0.8,0.8,0.8
30,-5.406546,1.1,1.1,0.8,0.8,0.8
21.71068,-0.5085611,1.1,1.1,0.8,0.8,0.8
2.14101,2.564902,1.1,1.1,0.533094,0.5056363,0.8
15.63866,-13.7844,1.1,1.1,0.8,0.8,0.8
3.53001,15.38013,1.1,1.1,0.8,0.8,0.3757742
2.609583,-20.72454,1.1,1.1,0.8,0.8,0.8
30,-8.857066,1.1,1.1,0.8,0.8,0.8
30,-7.680532,1.1,1.1,0.8,0.8,0.8
5.245253,-7.176048,1.1,1.1,0.8,0.8,0.8
-6.259066,-12.1235,1.1,1.1,0.8,0.8,0.8
4.434955,-16.1032,1.1,1.1,0.8,0.8,0.8
27.179,-13.76959,1.1,1.1,0.8,0.8,0.8
17.21975,-12.17861,1.1,1.1,0.8,0.8,0.8
7.065456,-18.25208,1.1,1.1,0.8,0.8,0.8
18.94255,-10.64001,1.1,1.1,0.8,0.8,0.8
16.25542,-7.522806,1.1,1.1,0.8,0.8,0.8
30,-8.174521,1.1,1.1,0.8,0.8,0.8
12.93936,-9.143215,1.1,1.1,0.8,0.8,0.8
-2.498189,-0.2882946,1.1,1.1,0.8,0.8,0.8
13.00611,-6.395491,1.1,1.1,0.8,0.8,0.8
11.69514,-13.74336,1.1,1.1,0.2209214,0.8,0.8
13.76427,0.6064809,1.1,1.1,0.2165632,0.8,0.8
30,25.17648,1.1,1.1,0.2170049,0.2284431,0.8
-9.673163,17.72483,1.1,1.1,0.8,0.1985824,0.207465
15.16352,-11.5129,1.1,1.1,0.8,0.8,0.8
29.31946,-8.971401,1.1,1.1,0.8,0.8,0.8
19.34167,-11.33834,1.1,1.1,0.8,0.8,0.8
7.181775,-11.27981,1.1,1.1,0.8,0.8,0.8
18.64729,-19.70348,1.1,1.1,0.8,0.8,0.8
28.5265,-24.92155,1.1,1.1,0.8,0.8,0.8
8.81558,-20.92191,1.1,1.1,0.8,0.8,0.8
8.920963,6.487402,1.1,1.1,0.8,0.8,0.8
26.39479,-8.757397,1.1,1.1,0.8,0.8,0.8
-1.279525,-9.57992,1.1,1.1,0.8,0.8,0.8
15.64409,-10.9044,1.1,1.1,0.8,0.8,0.8
20.09078,-25.74865,1.1,1.1,0.8,0.8,0.8
12.37819,-12.55999,1.1,1.1,0.8,0.8,0.8
12.76728,-8.18662,1.1,1.1,0.8,0.8,0.8
30,-19.7127,1.1,1.1,0.8,0.8,0.8
17.86843,-16.83861,0.8464357,1.1,0.8,0.8,0.8
-12.24657,10.31469,0.790343,1.1,0.07966873,0.03296274,0.09653643
4.840049,30,0.7897102,1.1,0.08939055,0.02977527,0.07572036
-3.083347,15.64943,0.7899607,1.1,0.09658461,0.03495712,0.06862413
-14.64228,20.50953,0.7864813,1.1,0.09899455,0.03223981,0.06525881
16.56226,30,0.7900155,1.1,0.08215845,0.01087009,0.08600777
-8.959002,28.77964,0.7887799,1.1,0.08202644,0.009414495,0.07630814
10.58666,30,0.7905757,1.1,0.04043505,0.03468476,0.8
1.918573,30,0.7868336,0.7870933,0.03969892,0.0360847,0.8
30,15.70135,0.7871625,0.7870518,0.0334744,0.03497909,0.8
28.97262,30,0.7891641,1.1,0.02877422,0.04227471,0.8
4.350069,-25.12501,0.7869324,1.1,0.8,0.8,0.8
12.39564,-8.595228,0.7866517,1.1,0.8,0.8,0.8
18.08378,-22.1368,0.7864194,1.1,0.8,0.8,0.8
20.87812,-2.740964,0.7864196,1.1,0.8,0.8,0.8
9.069962,-28.72573,0.7863672,1.1,0.8,0.8,0.8
-2.908838,-11.73719,0.7865109,1.1,0.8,0.8,0.8
-2.439727,-7.208535,1.1,1.1,0.8,0.8,0.8
14.69343,-27.97417,1.1,1.1,0.8,0.8,0.8
23.09762,-17.95956,1.1,1.1,0.8,0.8,0.8
8.488355,-4.782641,1.1,1.1,0.8,0.8,0.8
30,-12.55807,1.1,1.1,0.8,0.8,0.8
13.88488,-21.85454,1.1,1.1,0.8,0.8,0.8
11.99399,-13.3045,1.1,1.1,0.8,0.8,0.8
14.92713,-8.26065,1.1,1.1,0.8,0.8,0.8
1.352055,-25.57717,1.1,1.1,0.8,0.8,0.8
16.91663,-17.55236,1.1,1.1,0.8,0.8,0.8
25.06272,-24.63391,1.1,1.1,0.8,0.8,0.8
28.26501,-24.02145,1.1,1.1,0.8,0.8,0.8
15.37177,-6.331372,1.1,1.1,0.8,0.8,0.8
15.67201,-25.00239,1.1,1.1,0.8,0.8,0.8
28.33601,-7.17981,1.1,1.1,0.8,0.8,0.8
23.50023,-5.266152,1.1,1.1,0.8,0.8,0.8
-2.550257,-25.92928,1.1,1.1,0.8,0.8,0.8
13.46347,-10.81734,1.1,1.1,0.8,0.8,0.8
14.07558,-14.5842,1.1,1.1,0.8,0.8,0.8
23.10887,-8.316752,1.1,1.1,0.8,0.8,0.8
10.14932,-12.85528,1.1,1.1,0.8,0.8,0.8
11.48863,2.893759,1.1,1.1,0.8,0.8,0.8
0.8952594,-3.914349,1.1,1.1,0.8,0.8,0.8
17.44025,-14.44127,1.1,1.1,0.8,0.8,0.8
20.76921,2.258688,1.1,1.1,0.8,0.8,0.8
26.5945,-11.9112,1.1,1.1,0.8,0.8,0.8
14.6629,-18.6653,1.1,1.1,0.8,0.8,0.8
25.58593,2.287218,1.1,1.1,0.8,0.8,0.8
27.91333,2.470291,1.1,1.1,0.8,0.8,0.8
9.710759,-6.030693,1.1,1.1,0.8,0.8,0.8
14.17622,-2.375293,1.1,1.1,0.8,0.8,0.8
22.72412,5.684352,1.1,1.1,0.8,0.8,0.8
10.66798,-13.53003,1.1,1.1,0.8,0.8,0.8
19.13779,-13.38775,1.1,1.1,0.8,0.8,0.8
-3.383578,-1.141533,1.1,1.1,0.8,0.8,0.8
11.35599,-26.48216,1.1,1.1,0.8,0.8,0.8
10.42108,3.403044,1.1,1.1,0.8,0.8,0.8
26.1296,-30,1.1,1.1,0.8,0.8,0.8
9.096635,0.8557951,1.1,1.1,0.8,0.8,0.8
28.35343,-14.39988,1.1,1.1,0.8,0.8,0.8
19.45096,-5.156521,1.1,1.1,0.8,0.8,0.8
30,-15.04629,1.1,1.1,0.8,0.8,0.8
19.17995,-12.82651,1.1,1.1,0.8,0.8,0.8
22.56681,-21.75232,1.1,1.1,0.8,0.8,0.8
22.56128,-17.63202,1.1,1.1,0.8,0.8,0.8
19.45991,-8.762151,1.1,1.1,0.8,0.8,0.8
26.45157,-15.19032,1.1,1.1,0.8,0.8,0.8
30,9.285777,1.1,1.1,0.8,0.8,0.8
28.9258,-20.98903,1.1,1.1,0.8,0.8,0.8
20.21577,-10.27789,1.1,1.1,0.8,0.8,0.8
18.10799,-19.46748,1.1,1.1,0.8,0.8,0.8
30,-1.762775,1.1,1.1,0.8,0.8,0.8
30,0.6650615,1.1,1.1,0.8,0.8,0.8
22.08076,-24.98928,1.1,1.1,0.8,0.8,0.8
21.5061,-15.66677,1.1,1.1,0.8,0.8,0.8
25.07158,-13.69833,1.1,1.1,0.8,0.8,0.8
7.201671,-19.39009,1.1,1.1,0.8,0.8,0.8
