Date,WinRobotSumoWL80SD12FOV,WinRobotSumoWL200SD30FOV
2021/06/13 09:13:52,1,0
2021/06/13 09:13:52,1,0
2021/06/13 09:13:53,0,1
2021/06/13 09:13:55,1,0
2021/06/13 09:14:05,1,0
2021/06/13 09:14:06,1,0
2021/06/13 09:14:07,0,1
2021/06/13 09:14:10,0,1
2021/06/13 09:14:11,0,1
2021/06/13 09:14:16,1,0
2021/06/13 09:14:17,1,0
2021/06/13 09:14:19,1,0
2021/06/13 09:14:20,1,0
2021/06/13 09:14:20,1,0
2021/06/13 09:14:20,1,0
2021/06/13 09:14:20,1,0
2021/06/13 09:14:22,1,0
2021/06/13 09:14:22,1,0
2021/06/13 09:14:22,1,0
2021/06/13 09:14:22,0,1
2021/06/13 09:14:23,1,0
2021/06/13 09:14:24,1,0
2021/06/13 09:14:26,1,0
2021/06/13 09:14:30,1,0
2021/06/13 09:14:31,1,0
2021/06/13 09:14:33,1,0
2021/06/13 09:14:33,1,0
2021/06/13 09:14:34,1,0
2021/06/13 09:14:36,1,0
2021/06/13 09:14:37,0,1
2021/06/13 09:14:37,0,1
2021/06/13 09:14:38,0,1
2021/06/13 09:14:38,1,0
2021/06/13 09:14:41,0,1
2021/06/13 09:14:41,0,1
2021/06/13 09:14:42,0,1
2021/06/13 09:14:43,0,1
2021/06/13 09:14:45,0,1
2021/06/13 09:14:46,0,1
2021/06/13 09:14:48,0,1
2021/06/13 09:14:49,1,0
2021/06/13 09:14:50,0,1
2021/06/13 09:14:51,1,0
2021/06/13 09:14:52,1,0
2021/06/13 09:14:55,1,0
2021/06/13 09:14:56,0,1
2021/06/13 09:14:56,1,0
2021/06/13 09:14:56,0,1
2021/06/13 09:14:56,0,1
2021/06/13 09:14:57,1,0
2021/06/13 09:14:58,1,0
2021/06/13 09:14:58,0,1
2021/06/13 09:14:59,0,1
2021/06/13 09:15:00,0,1
2021/06/13 09:15:02,1,0
2021/06/13 09:15:03,1,0
2021/06/13 09:15:03,1,0
2021/06/13 09:15:04,0,1
2021/06/13 09:15:05,0,1
2021/06/13 09:15:05,0,1
2021/06/13 09:15:06,1,0
2021/06/13 09:15:11,0,1
2021/06/13 09:15:12,1,0
2021/06/13 09:15:13,0,1
2021/06/13 09:15:13,0,1
2021/06/13 09:15:14,1,0
2021/06/13 09:15:14,1,0
2021/06/13 09:15:15,0,1
2021/06/13 09:15:15,0,1
2021/06/13 09:15:16,1,0
2021/06/13 09:15:17,1,0
2021/06/13 09:15:17,1,0
2021/06/13 09:15:17,1,0
2021/06/13 09:15:18,0,1
2021/06/13 09:15:20,1,0
2021/06/13 09:15:20,1,0
2021/06/13 09:15:20,1,0
2021/06/13 09:15:21,1,0
2021/06/13 09:15:21,1,0
2021/06/13 09:15:22,1,0
2021/06/13 09:15:24,1,0
2021/06/13 09:15:24,1,0
2021/06/13 09:15:26,1,0
2021/06/13 09:15:29,1,0
2021/06/13 09:15:31,1,0
2021/06/13 09:15:31,0,1
2021/06/13 09:15:33,0,1
2021/06/13 09:15:34,1,0
