Date,WinCL,WinWL
2021/05/26 05:21:17,0,1
2021/05/26 05:21:21,0,1
2021/05/26 05:21:32,0,1
2021/05/26 05:21:48,0,1
2021/05/26 05:21:51,0,1
2021/05/26 05:21:53,1,0
2021/05/26 05:21:55,0,1
2021/05/26 05:22:06,0,1
2021/05/26 05:22:14,1,0
2021/05/26 05:22:18,0,1
2021/05/26 05:22:21,0,1
2021/05/26 05:22:21,0,1
2021/05/26 05:22:25,0,1
2021/05/26 05:22:34,1,0
2021/05/26 05:22:42,1,0
2021/05/26 05:22:48,0,1
2021/05/26 05:22:49,0,1
2021/05/26 05:22:50,0,1
2021/05/26 05:22:54,1,0
2021/05/26 05:22:58,1,0
2021/05/26 05:23:04,1,0
2021/05/26 05:23:10,0,1
2021/05/26 05:23:13,0,1
2021/05/26 05:23:19,0,1
2021/05/26 05:23:20,1,0
2021/05/26 05:23:21,0,1
2021/05/26 05:23:34,0,1
2021/05/26 05:23:41,1,0
2021/05/26 05:23:53,0,1
2021/05/26 05:24:00,0,1
2021/05/26 05:24:04,0,1
2021/05/26 05:24:22,0,1
2021/05/26 05:24:25,0,1
2021/05/26 05:24:42,0,1
2021/05/26 05:24:47,1,0
2021/05/26 05:24:58,0,1
2021/05/26 05:25:04,1,0
2021/05/26 05:25:11,0,1
2021/05/26 05:25:13,0,1
2021/05/26 05:25:17,1,0
2021/05/26 05:25:20,0,1
2021/05/26 05:25:32,0,1
2021/05/26 05:25:42,1,0
2021/05/26 05:25:44,0,1
2021/05/26 05:25:47,0,1
2021/05/26 05:25:56,1,0
2021/05/26 05:25:58,0,1
2021/05/26 05:26:02,1,0
2021/05/26 05:26:07,1,0
2021/05/26 05:26:13,1,0
2021/05/26 05:26:13,1,0
2021/05/26 05:26:18,1,0
2021/05/26 05:26:20,0,1
2021/05/26 05:26:34,1,0
2021/05/26 05:26:35,1,0
2021/05/26 05:26:37,0,1
2021/05/26 05:26:50,1,0
2021/05/26 05:27:00,1,0
2021/05/26 05:27:07,0,1
2021/05/26 05:27:19,1,0
2021/05/26 05:27:33,1,0
2021/05/26 05:27:34,0,1
2021/05/26 05:27:36,1,0
2021/05/26 05:27:38,1,0
2021/05/26 05:27:42,1,0
2021/05/26 05:27:54,0,1
2021/05/26 05:28:02,0,1
2021/05/26 05:28:11,0,1
2021/05/26 05:28:23,0,1
2021/05/26 05:28:43,1,0
2021/05/26 05:28:56,0,1
2021/05/26 05:29:06,0,1
2021/05/26 05:29:08,1,0
2021/05/26 05:29:15,0,1
2021/05/26 05:29:18,0,1
2021/05/26 05:29:19,0,1
2021/05/26 05:29:29,1,0
2021/05/26 05:29:31,1,0
2021/05/26 05:29:36,1,0
2021/05/26 05:29:37,0,1
2021/05/26 05:29:48,1,0
2021/05/26 05:29:51,0,1
2021/05/26 05:29:51,0,1
2021/05/26 05:29:54,1,0
2021/05/26 05:30:04,1,0
2021/05/26 05:30:06,1,0
2021/05/26 05:30:22,0,1
2021/05/26 05:30:31,0,1
2021/05/26 05:30:42,1,0
2021/05/26 05:30:43,0,1
2021/05/26 05:30:47,0,1
2021/05/26 05:30:54,0,1
2021/05/26 05:30:54,0,1
2021/05/26 05:31:02,0,1
2021/05/26 05:31:09,0,1
2021/05/26 05:31:10,0,1
2021/05/26 05:31:16,1,0
2021/05/26 05:31:20,1,0
2021/05/26 05:31:27,1,0
2021/05/26 05:31:28,0,1
2021/05/26 05:31:29,0,1
2021/05/26 05:31:34,0,1
2021/05/26 05:31:43,0,1
2021/05/26 05:31:47,1,0
2021/05/26 05:31:52,0,1
2021/05/26 05:32:07,0,1
2021/05/26 05:32:09,0,1
2021/05/26 05:32:14,1,0
2021/05/26 05:32:37,0,1
2021/05/26 05:32:52,1,0
2021/05/26 05:32:59,1,0
2021/05/26 05:33:03,0,1
2021/05/26 05:33:27,1,0
2021/05/26 05:33:32,0,1
2021/05/26 05:33:37,0,1
2021/05/26 05:33:41,0,1
2021/05/26 05:33:42,0,1
2021/05/26 05:33:46,0,1
2021/05/26 05:33:59,0,1
2021/05/26 05:34:05,1,0
2021/05/26 05:34:21,1,0
2021/05/26 05:34:24,1,0
2021/05/26 05:34:25,1,0
2021/05/26 05:34:35,1,0
2021/05/26 05:34:37,1,0
2021/05/26 05:34:42,1,0
2021/05/26 05:34:45,0,1
2021/05/26 05:34:48,1,0
2021/05/26 05:34:52,0,1
2021/05/26 05:35:06,0,1
2021/05/26 05:35:07,0,1
2021/05/26 05:35:10,0,1
2021/05/26 05:35:13,0,1
2021/05/26 05:35:17,0,1
2021/05/26 05:35:19,1,0
2021/05/26 05:35:20,0,1
2021/05/26 05:35:25,1,0
2021/05/26 05:35:26,1,0
2021/05/26 05:35:33,1,0
2021/05/26 05:35:37,0,1
2021/05/26 05:35:44,1,0
2021/05/26 05:35:48,0,1
2021/05/26 05:35:54,0,1
2021/05/26 05:35:58,1,0
2021/05/26 05:36:08,0,1
2021/05/26 05:36:08,1,0
2021/05/26 05:36:15,0,1
2021/05/26 05:36:24,0,1
2021/05/26 05:36:27,0,1
2021/05/26 05:36:48,1,0
2021/05/26 05:36:50,0,1
2021/05/26 05:37:02,1,0
2021/05/26 05:37:11,1,0
2021/05/26 05:37:17,0,1
2021/05/26 05:37:23,1,0
2021/05/26 05:37:27,0,1
2021/05/26 05:37:36,0,1
2021/05/26 05:37:36,0,1
2021/05/26 05:37:50,1,0
2021/05/26 05:37:52,0,1
2021/05/26 05:37:58,0,1
2021/05/26 05:38:18,0,1
2021/05/26 05:38:23,0,1
2021/05/26 05:38:29,0,1
2021/05/26 05:38:30,0,1
2021/05/26 05:38:37,0,1
2021/05/26 05:38:40,1,0
2021/05/26 05:38:45,1,0
2021/05/26 05:38:46,1,0
2021/05/26 05:38:50,1,0
2021/05/26 05:38:51,1,0
2021/05/26 05:38:54,1,0
2021/05/26 05:38:56,1,0
2021/05/26 05:38:58,1,0
2021/05/26 05:39:03,1,0
2021/05/26 05:39:16,0,1
2021/05/26 05:39:19,0,1
2021/05/26 05:39:19,0,1
2021/05/26 05:39:19,0,1
2021/05/26 05:39:28,1,0
2021/05/26 05:39:40,0,1
2021/05/26 05:39:46,0,1
2021/05/26 05:39:51,1,0
2021/05/26 05:39:52,1,0
2021/05/26 05:40:00,1,0
2021/05/26 05:40:04,0,1
2021/05/26 05:40:07,0,1
2021/05/26 05:40:07,0,1
2021/05/26 05:40:17,1,0
2021/05/26 05:40:20,1,0
2021/05/26 05:40:21,0,1
2021/05/26 05:40:26,0,1
2021/05/26 05:40:30,0,1
2021/05/26 05:40:35,1,0
2021/05/26 05:40:43,1,0
2021/05/26 05:40:44,1,0
2021/05/26 05:40:45,0,1
2021/05/26 05:40:46,0,1
2021/05/26 05:40:47,1,0
2021/05/26 05:40:57,1,0
2021/05/26 05:40:58,0,1
2021/05/26 05:41:02,0,1
2021/05/26 05:41:07,0,1
2021/05/26 05:41:08,0,1
2021/05/26 05:41:09,1,0
2021/05/26 05:41:37,0,1
2021/05/26 05:41:51,1,0
2021/05/26 05:41:56,0,1
2021/05/26 05:41:59,1,0
2021/05/26 05:42:01,0,1
2021/05/26 05:42:03,0,1
2021/05/26 05:42:10,1,0
2021/05/26 05:42:15,0,1
2021/05/26 05:42:16,0,1
2021/05/26 05:42:24,0,1
2021/05/26 05:42:32,1,0
2021/05/26 05:42:35,0,1
2021/05/26 05:42:36,0,1
2021/05/26 05:42:42,1,0
2021/05/26 05:42:46,1,0
2021/05/26 05:42:56,1,0
2021/05/26 05:42:58,1,0
2021/05/26 05:43:18,0,1
2021/05/26 05:43:19,1,0
2021/05/26 05:43:20,0,1
2021/05/26 05:43:27,0,1
2021/05/26 05:43:32,0,1
2021/05/26 05:43:38,1,0
2021/05/26 05:43:42,0,1
2021/05/26 05:43:44,0,1
2021/05/26 05:43:53,1,0
2021/05/26 05:43:55,1,0
2021/05/26 05:43:58,0,1
2021/05/26 05:44:00,1,0
2021/05/26 05:44:10,1,0
2021/05/26 05:44:14,0,1
2021/05/26 05:44:14,1,0
2021/05/26 05:44:16,1,0
2021/05/26 05:44:21,0,1
2021/05/26 05:44:27,1,0
2021/05/26 05:44:28,1,0
2021/05/26 05:44:32,1,0
2021/05/26 05:44:41,1,0
2021/05/26 05:44:48,0,1
2021/05/26 05:44:54,0,1
2021/05/26 05:44:59,0,1
2021/05/26 05:45:03,1,0
2021/05/26 05:45:10,1,0
2021/05/26 05:45:10,0,1
2021/05/26 05:45:21,0,1
2021/05/26 05:45:28,0,1
2021/05/26 05:45:28,0,1
2021/05/26 05:45:50,0,1
2021/05/26 05:45:58,1,0
2021/05/26 05:46:13,0,1
2021/05/26 05:46:22,1,0
2021/05/26 05:46:23,0,1
2021/05/26 05:46:24,0,1
2021/05/26 05:46:30,0,1
2021/05/26 05:46:32,1,0
2021/05/26 05:46:37,0,1
2021/05/26 05:46:40,0,1
2021/05/26 05:46:41,1,0
2021/05/26 05:46:48,0,1
2021/05/26 05:46:48,1,0
2021/05/26 05:46:50,0,1
2021/05/26 05:46:53,1,0
2021/05/26 05:47:05,0,1
2021/05/26 05:47:14,1,0
2021/05/26 05:47:15,1,0
2021/05/26 05:47:18,0,1
2021/05/26 05:47:20,0,1
2021/05/26 05:47:32,0,1
2021/05/26 05:47:34,0,1
2021/05/26 05:47:37,0,1
2021/05/26 05:47:42,1,0
2021/05/26 05:47:48,0,1
2021/05/26 05:47:50,0,1
2021/05/26 05:47:52,1,0
2021/05/26 05:48:06,1,0
2021/05/26 05:48:11,0,1
2021/05/26 05:48:13,1,0
2021/05/26 05:48:19,0,1
2021/05/26 05:48:26,1,0
2021/05/26 05:48:27,0,1
2021/05/26 05:48:27,1,0
2021/05/26 05:48:27,0,1
2021/05/26 05:48:33,1,0
2021/05/26 05:48:43,1,0
2021/05/26 05:48:46,1,0
2021/05/26 05:48:47,1,0
2021/05/26 05:49:03,1,0
2021/05/26 05:49:07,0,1
2021/05/26 05:49:07,0,1
2021/05/26 05:49:07,1,0
2021/05/26 05:49:15,1,0
2021/05/26 05:49:17,0,1
2021/05/26 05:49:21,0,1
2021/05/26 05:49:32,0,1
2021/05/26 05:49:34,0,1
2021/05/26 05:49:43,1,0
2021/05/26 05:49:47,0,1
2021/05/26 05:49:48,0,1
2021/05/26 05:50:06,1,0
2021/05/26 05:50:12,0,1
2021/05/26 05:50:14,1,0
2021/05/26 05:50:17,0,1
2021/05/26 05:50:17,0,1
2021/05/26 05:50:19,0,1
2021/05/26 05:50:21,0,1
2021/05/26 05:50:22,1,0
2021/05/26 05:50:27,1,0
2021/05/26 05:50:27,1,0
2021/05/26 05:50:33,0,1
2021/05/26 05:50:34,1,0
2021/05/26 05:50:44,1,0
2021/05/26 05:50:45,0,1
2021/05/26 05:50:46,0,1
2021/05/26 05:50:46,0,1
2021/05/26 05:50:48,0,1
2021/05/26 05:50:52,0,1
2021/05/26 05:50:55,1,0
2021/05/26 05:50:56,1,0
2021/05/26 05:51:05,0,1
2021/05/26 05:51:07,1,0
2021/05/26 05:51:12,0,1
2021/05/26 05:51:14,1,0
2021/05/26 05:51:16,1,0
2021/05/26 05:51:18,1,0
2021/05/26 05:51:19,1,0
2021/05/26 05:51:25,0,1
2021/05/26 05:51:28,0,1
2021/05/26 05:51:34,0,1
2021/05/26 05:51:35,0,1
2021/05/26 05:51:37,0,1
2021/05/26 05:51:49,0,1
2021/05/26 05:51:49,1,0
2021/05/26 05:51:54,1,0
2021/05/26 05:51:56,0,1
2021/05/26 05:51:57,0,1
2021/05/26 05:52:03,1,0
2021/05/26 05:52:06,1,0
2021/05/26 05:52:15,0,1
2021/05/26 05:52:19,0,1
2021/05/26 05:52:20,0,1
2021/05/26 05:52:30,0,1
2021/05/26 05:52:37,1,0
2021/05/26 05:52:38,0,1
2021/05/26 05:52:39,1,0
2021/05/26 05:52:42,0,1
2021/05/26 05:52:59,0,1
2021/05/26 05:53:07,0,1
2021/05/26 05:53:12,0,1
2021/05/26 05:53:17,1,0
2021/05/26 05:53:20,0,1
2021/05/26 05:53:21,0,1
2021/05/26 05:53:29,0,1
2021/05/26 05:53:29,1,0
2021/05/26 05:53:29,0,1
2021/05/26 05:53:35,0,1
2021/05/26 05:53:43,0,1
2021/05/26 05:53:46,1,0
2021/05/26 05:53:53,1,0
2021/05/26 05:53:57,0,1
2021/05/26 05:53:59,1,0
2021/05/26 05:54:02,1,0
2021/05/26 05:54:04,0,1
2021/05/26 05:54:05,1,0
2021/05/26 05:54:07,0,1
2021/05/26 05:54:11,1,0
2021/05/26 05:54:12,0,1
2021/05/26 05:54:17,0,1
2021/05/26 05:54:20,0,1
2021/05/26 05:54:32,1,0
2021/05/26 05:54:33,0,1
2021/05/26 05:54:38,0,1
2021/05/26 05:54:39,0,1
2021/05/26 05:54:44,0,1
2021/05/26 05:54:49,0,1
2021/05/26 05:54:58,0,1
2021/05/26 05:55:02,0,1
2021/05/26 05:55:05,0,1
2021/05/26 05:55:08,0,1
2021/05/26 05:55:13,1,0
2021/05/26 05:55:15,0,1
2021/05/26 05:55:22,0,1
2021/05/26 05:55:23,0,1
2021/05/26 05:55:26,0,1
2021/05/26 05:55:48,1,0
2021/05/26 05:55:50,0,1
2021/05/26 05:55:59,1,0
2021/05/26 05:55:59,0,1
2021/05/26 05:56:02,0,1
2021/05/26 05:56:04,1,0
2021/05/26 05:56:12,1,0
2021/05/26 05:56:22,0,1
2021/05/26 05:56:29,0,1
2021/05/26 05:56:30,0,1
2021/05/26 05:56:34,0,1
2021/05/26 05:56:44,1,0
2021/05/26 05:56:44,1,0
2021/05/26 05:56:56,0,1
2021/05/26 05:56:59,0,1
2021/05/26 05:57:03,1,0
2021/05/26 05:57:08,0,1
2021/05/26 05:57:10,1,0
2021/05/26 05:57:14,0,1
2021/05/26 05:57:19,0,1
2021/05/26 05:57:25,1,0
2021/05/26 05:57:30,1,0
2021/05/26 05:57:35,0,1
2021/05/26 05:57:35,1,0
2021/05/26 05:57:37,0,1
2021/05/26 05:57:42,1,0
2021/05/26 05:57:43,0,1
2021/05/26 05:57:44,1,0
2021/05/26 05:57:55,0,1
2021/05/26 05:58:02,0,1
2021/05/26 05:58:12,0,1
2021/05/26 05:58:16,1,0
2021/05/26 05:58:17,1,0
2021/05/26 05:58:36,0,1
2021/05/26 05:58:42,0,1
2021/05/26 05:58:44,1,0
2021/05/26 05:58:47,1,0
2021/05/26 05:58:48,0,1
2021/05/26 05:59:04,1,0
2021/05/26 05:59:06,1,0
2021/05/26 05:59:10,0,1
2021/05/26 05:59:11,0,1
2021/05/26 05:59:16,1,0
2021/05/26 05:59:21,0,1
2021/05/26 05:59:30,0,1
2021/05/26 05:59:44,0,1
2021/05/26 05:59:45,0,1
2021/05/26 05:59:52,1,0
2021/05/26 05:59:56,1,0
2021/05/26 06:00:02,1,0
2021/05/26 06:00:03,0,1
2021/05/26 06:00:19,0,1
2021/05/26 06:00:26,1,0
2021/05/26 06:00:30,0,1
2021/05/26 06:00:37,0,1
2021/05/26 06:00:48,0,1
2021/05/26 06:01:01,0,1
2021/05/26 06:01:02,0,1
2021/05/26 06:01:08,0,1
2021/05/26 06:01:09,1,0
2021/05/26 06:01:15,0,1
2021/05/26 06:01:25,0,1
2021/05/26 06:01:27,0,1
2021/05/26 06:01:53,0,1
2021/05/26 06:01:55,1,0
2021/05/26 06:02:12,0,1
2021/05/26 06:02:12,0,1
2021/05/26 06:02:14,0,1
2021/05/26 06:02:24,1,0
2021/05/26 06:02:29,0,1
2021/05/26 06:02:31,0,1
2021/05/26 06:02:46,0,1
2021/05/26 06:02:47,0,1
2021/05/26 06:02:49,0,1
2021/05/26 06:02:52,0,1
2021/05/26 06:02:58,1,0
2021/05/26 06:03:00,1,0
2021/05/26 06:03:05,1,0
2021/05/26 06:03:10,0,1
2021/05/26 06:03:21,0,1
2021/05/26 06:03:23,0,1
2021/05/26 06:03:30,1,0
2021/05/26 06:03:31,0,1
2021/05/26 06:03:34,1,0
2021/05/26 06:03:38,1,0
2021/05/26 06:03:39,1,0
2021/05/26 06:03:49,1,0
2021/05/26 06:03:51,1,0
2021/05/26 06:03:52,0,1
2021/05/26 06:03:57,1,0
2021/05/26 06:03:58,1,0
2021/05/26 06:03:59,1,0
2021/05/26 06:04:02,0,1
2021/05/26 06:04:05,0,1
2021/05/26 06:04:07,1,0
2021/05/26 06:04:11,0,1
2021/05/26 06:04:20,0,1
2021/05/26 06:04:22,1,0
2021/05/26 06:04:23,0,1
2021/05/26 06:04:24,1,0
2021/05/26 06:04:25,0,1
2021/05/26 06:04:27,1,0
2021/05/26 06:04:32,1,0
2021/05/26 06:04:38,0,1
2021/05/26 06:04:43,0,1
2021/05/26 06:04:47,0,1
2021/05/26 06:04:51,0,1
2021/05/26 06:04:56,0,1
2021/05/26 06:05:00,0,1
2021/05/26 06:05:02,0,1
2021/05/26 06:05:06,1,0
2021/05/26 06:05:12,0,1
2021/05/26 06:05:18,1,0
2021/05/26 06:05:22,1,0
2021/05/26 06:05:23,0,1
2021/05/26 06:05:25,0,1
2021/05/26 06:05:26,1,0
2021/05/26 06:05:34,1,0
2021/05/26 06:05:37,0,1
2021/05/26 06:05:43,1,0
2021/05/26 06:05:44,0,1
2021/05/26 06:05:44,1,0
2021/05/26 06:05:48,0,1
2021/05/26 06:05:49,1,0
2021/05/26 06:05:56,1,0
2021/05/26 06:06:00,0,1
2021/05/26 06:06:03,0,1
2021/05/26 06:06:07,1,0
2021/05/26 06:06:10,0,1
2021/05/26 06:06:15,1,0
2021/05/26 06:06:23,0,1
2021/05/26 06:06:25,1,0
2021/05/26 06:06:37,1,0
2021/05/26 06:06:39,0,1
2021/05/26 06:06:40,1,0
2021/05/26 06:06:42,0,1
2021/05/26 06:06:46,1,0
2021/05/26 06:06:49,0,1
2021/05/26 06:06:54,0,1
2021/05/26 06:06:56,1,0
2021/05/26 06:07:02,1,0
2021/05/26 06:07:08,0,1
2021/05/26 06:07:09,0,1
2021/05/26 06:07:16,1,0
2021/05/26 06:07:33,0,1
2021/05/26 06:07:58,0,1
2021/05/26 06:08:05,0,1
2021/05/26 06:08:05,1,0
2021/05/26 06:08:08,0,1
2021/05/26 06:08:21,1,0
2021/05/26 06:08:31,0,1
2021/05/26 06:08:41,1,0
2021/05/26 06:08:45,1,0
2021/05/26 06:08:47,0,1
2021/05/26 06:08:56,0,1
2021/05/26 06:08:58,1,0
2021/05/26 06:08:59,0,1
2021/05/26 06:09:13,0,1
2021/05/26 06:09:14,0,1
2021/05/26 06:09:25,1,0
2021/05/26 06:09:29,0,1
2021/05/26 06:09:37,1,0
2021/05/26 06:09:41,0,1
2021/05/26 06:09:48,1,0
2021/05/26 06:09:49,0,1
2021/05/26 06:09:54,0,1
2021/05/26 06:10:02,1,0
2021/05/26 06:10:02,0,1
2021/05/26 06:10:05,0,1
2021/05/26 06:10:14,1,0
2021/05/26 06:10:33,0,1
2021/05/26 06:10:49,1,0
2021/05/26 06:10:56,0,1
2021/05/26 06:11:00,0,1
2021/05/26 06:11:28,0,1
2021/05/26 06:11:29,1,0
2021/05/26 06:11:33,0,1
2021/05/26 06:11:55,1,0
2021/05/26 06:11:57,0,1
2021/05/26 06:11:59,0,1
2021/05/26 06:12:03,1,0
2021/05/26 06:12:09,1,0
2021/05/26 06:12:18,0,1
2021/05/26 06:12:25,0,1
2021/05/26 06:12:30,0,1
2021/05/26 06:12:34,0,1
2021/05/26 06:12:38,1,0
2021/05/26 06:12:42,0,1
2021/05/26 06:12:55,0,1
2021/05/26 06:12:56,0,1
2021/05/26 06:12:58,0,1
2021/05/26 06:13:04,1,0
2021/05/26 06:13:08,0,1
2021/05/26 06:13:08,1,0
2021/05/26 06:13:15,1,0
2021/05/26 06:13:16,1,0
2021/05/26 06:13:19,0,1
2021/05/26 06:13:29,1,0
2021/05/26 06:13:45,0,1
2021/05/26 06:13:59,0,1
2021/05/26 06:14:02,1,0
2021/05/26 06:14:19,0,1
2021/05/26 06:14:21,0,1
2021/05/26 06:14:37,0,1
2021/05/26 06:14:41,0,1
2021/05/26 06:14:46,1,0
2021/05/26 06:14:48,1,0
2021/05/26 06:14:53,1,0
2021/05/26 06:15:03,0,1
2021/05/26 06:15:11,1,0
2021/05/26 06:15:12,0,1
2021/05/26 06:15:18,0,1
2021/05/26 06:15:22,1,0
2021/05/26 06:15:22,0,1
2021/05/26 06:15:31,1,0
2021/05/26 06:15:42,1,0
2021/05/26 06:15:43,1,0
2021/05/26 06:15:48,1,0
2021/05/26 06:15:50,1,0
2021/05/26 06:16:00,0,1
2021/05/26 06:16:06,1,0
2021/05/26 06:16:16,0,1
2021/05/26 06:16:16,0,1
2021/05/26 06:16:17,1,0
2021/05/26 06:16:18,1,0
2021/05/26 06:16:19,0,1
2021/05/26 06:16:25,1,0
2021/05/26 06:16:26,0,1
2021/05/26 06:16:27,0,1
2021/05/26 06:16:28,1,0
2021/05/26 06:16:30,0,1
2021/05/26 06:16:31,0,1
2021/05/26 06:16:44,0,1
2021/05/26 06:16:46,0,1
2021/05/26 06:16:48,0,1
2021/05/26 06:16:52,0,1
2021/05/26 06:16:58,1,0
2021/05/26 06:17:02,1,0
2021/05/26 06:17:04,0,1
2021/05/26 06:17:10,0,1
2021/05/26 06:17:11,1,0
2021/05/26 06:17:14,0,1
2021/05/26 06:17:27,1,0
2021/05/26 06:17:29,0,1
2021/05/26 06:17:32,0,1
2021/05/26 06:17:33,1,0
2021/05/26 06:17:47,0,1
2021/05/26 06:17:49,0,1
2021/05/26 06:17:51,0,1
2021/05/26 06:17:53,1,0
2021/05/26 06:17:56,1,0
2021/05/26 06:17:59,0,1
2021/05/26 06:18:03,1,0
2021/05/26 06:18:04,1,0
2021/05/26 06:18:05,1,0
2021/05/26 06:18:06,0,1
2021/05/26 06:18:12,1,0
2021/05/26 06:18:17,1,0
2021/05/26 06:18:31,0,1
2021/05/26 06:18:33,1,0
2021/05/26 06:18:34,0,1
2021/05/26 06:18:42,1,0
2021/05/26 06:19:00,1,0
2021/05/26 06:19:04,1,0
2021/05/26 06:19:11,0,1
2021/05/26 06:19:24,0,1
2021/05/26 06:19:27,0,1
2021/05/26 06:19:32,1,0
2021/05/26 06:19:37,1,0
2021/05/26 06:19:40,1,0
2021/05/26 06:19:42,0,1
2021/05/26 06:19:45,1,0
2021/05/26 06:19:49,1,0
2021/05/26 06:19:59,0,1
2021/05/26 06:20:09,0,1
2021/05/26 06:20:15,1,0
2021/05/26 06:20:16,1,0
2021/05/26 06:20:22,1,0
2021/05/26 06:20:26,1,0
2021/05/26 06:20:35,0,1
2021/05/26 06:20:39,1,0
2021/05/26 06:20:48,0,1
2021/05/26 06:20:53,0,1
2021/05/26 06:20:55,0,1
2021/05/26 06:20:56,1,0
2021/05/26 06:20:59,0,1
2021/05/26 06:21:05,1,0
2021/05/26 06:21:07,0,1
2021/05/26 06:21:10,1,0
2021/05/26 06:21:12,0,1
2021/05/26 06:21:14,0,1
2021/05/26 06:21:20,0,1
2021/05/26 06:21:24,1,0
2021/05/26 06:21:29,0,1
2021/05/26 06:21:32,0,1
2021/05/26 06:21:40,0,1
2021/05/26 06:21:41,1,0
2021/05/26 06:21:45,1,0
2021/05/26 06:21:46,0,1
2021/05/26 06:21:53,0,1
2021/05/26 06:21:58,0,1
2021/05/26 06:22:05,1,0
2021/05/26 06:22:08,0,1
2021/05/26 06:22:09,0,1
2021/05/26 06:22:17,0,1
2021/05/26 06:22:19,0,1
2021/05/26 06:22:24,0,1
2021/05/26 06:22:31,0,1
2021/05/26 06:22:40,0,1
2021/05/26 06:22:43,0,1
2021/05/26 06:22:50,0,1
2021/05/26 06:23:02,1,0
2021/05/26 06:23:11,0,1
2021/05/26 06:23:13,1,0
2021/05/26 06:23:15,1,0
2021/05/26 06:23:19,0,1
2021/05/26 06:23:31,1,0
2021/05/26 06:23:36,0,1
2021/05/26 06:23:40,1,0
2021/05/26 06:23:45,0,1
2021/05/26 06:23:47,0,1
2021/05/26 06:23:50,0,1
2021/05/26 06:24:00,1,0
2021/05/26 06:24:08,0,1
2021/05/26 06:24:36,0,1
2021/05/26 06:24:39,0,1
2021/05/26 06:24:57,0,1
2021/05/26 06:25:09,0,1
2021/05/26 06:25:10,1,0
2021/05/26 06:25:12,1,0
2021/05/26 06:25:14,0,1
2021/05/26 06:25:19,1,0
2021/05/26 06:25:30,1,0
2021/05/26 06:25:35,1,0
2021/05/26 06:25:37,0,1
2021/05/26 06:25:37,0,1
2021/05/26 06:25:39,0,1
2021/05/26 06:25:43,1,0
2021/05/26 06:25:44,1,0
2021/05/26 06:25:51,1,0
2021/05/26 06:25:56,0,1
2021/05/26 06:26:02,0,1
2021/05/26 06:26:04,1,0
2021/05/26 06:26:07,1,0
2021/05/26 06:26:08,1,0
2021/05/26 06:26:22,1,0
