Date,WinRobotSumoWL80SD12FOV,WinRobotSumoWL200SD30FOV
2021/06/13 06:39:59,0,1
2021/06/13 06:39:59,1,0
2021/06/13 06:40:00,0,1
2021/06/13 06:40:02,1,0
2021/06/13 06:40:03,0,1
2021/06/13 06:40:08,1,0
2021/06/13 06:40:11,1,0
2021/06/13 06:40:18,0,1
2021/06/13 06:40:19,1,0
2021/06/13 06:40:20,1,0
2021/06/13 06:40:23,0,1
2021/06/13 06:40:24,0,1
2021/06/13 06:40:25,0,1
2021/06/13 06:40:26,1,0
2021/06/13 06:40:26,1,0
2021/06/13 06:40:29,0,1
2021/06/13 06:40:31,0,1
2021/06/13 06:40:31,1,0
2021/06/13 06:40:34,1,0
2021/06/13 06:40:35,1,0
2021/06/13 06:40:36,0,1
2021/06/13 06:40:37,0,1
2021/06/13 06:40:39,1,0
2021/06/13 06:40:40,1,0
2021/06/13 06:40:43,1,0
2021/06/13 06:40:44,1,0
2021/06/13 06:40:44,0,1
2021/06/13 06:40:46,1,0
2021/06/13 06:40:46,1,0
2021/06/13 06:40:48,0,1
2021/06/13 06:40:50,1,0
2021/06/13 06:40:50,0,1
2021/06/13 06:40:59,1,0
2021/06/13 06:41:00,1,0
2021/06/13 06:41:02,0,1
2021/06/13 06:41:03,0,1
2021/06/13 06:41:04,1,0
2021/06/13 06:41:10,0,1
2021/06/13 06:41:11,1,0
2021/06/13 06:41:12,0,1
2021/06/13 06:41:12,1,0
2021/06/13 06:41:14,0,1
2021/06/13 06:41:14,1,0
2021/06/13 06:41:18,0,1
2021/06/13 06:41:24,1,0
2021/06/13 06:41:25,1,0
2021/06/13 06:41:26,1,0
2021/06/13 06:41:28,1,0
2021/06/13 06:41:28,1,0
2021/06/13 06:41:29,1,0
2021/06/13 06:41:30,1,0
2021/06/13 06:41:31,1,0
2021/06/13 06:41:32,0,1
2021/06/13 06:41:33,0,1
2021/06/13 06:41:33,0,1
2021/06/13 06:41:35,1,0
2021/06/13 06:41:37,1,0
2021/06/13 06:41:38,1,0
2021/06/13 06:41:41,1,0
2021/06/13 06:41:41,1,0
2021/06/13 06:41:41,1,0
2021/06/13 06:41:42,0,1
2021/06/13 06:41:42,1,0
2021/06/13 06:41:43,1,0
2021/06/13 06:41:44,1,0
2021/06/13 06:41:46,1,0
2021/06/13 06:41:47,0,1
2021/06/13 06:41:47,1,0
2021/06/13 06:41:47,1,0
2021/06/13 06:41:55,1,0
2021/06/13 06:41:56,1,0
2021/06/13 06:41:57,0,1
2021/06/13 06:41:57,1,0
2021/06/13 06:41:58,1,0
2021/06/13 06:42:00,1,0
2021/06/13 06:42:02,0,1
2021/06/13 06:42:03,0,1
2021/06/13 06:42:03,1,0
2021/06/13 06:42:05,1,0
2021/06/13 06:42:06,0,1
2021/06/13 06:42:08,1,0
2021/06/13 06:42:09,1,0
2021/06/13 06:42:10,1,0
2021/06/13 06:42:10,1,0
2021/06/13 06:42:10,0,1
2021/06/13 06:42:13,1,0
2021/06/13 06:42:13,1,0
2021/06/13 06:42:14,1,0
2021/06/13 06:42:16,1,0
2021/06/13 06:42:16,1,0
2021/06/13 06:42:17,0,1
2021/06/13 06:42:18,0,1
2021/06/13 06:42:19,1,0
2021/06/13 06:42:19,1,0
2021/06/13 06:42:20,1,0
2021/06/13 06:42:27,0,1
2021/06/13 06:42:28,1,0
2021/06/13 06:42:30,1,0
2021/06/13 06:42:31,0,1
2021/06/13 06:42:33,0,1
2021/06/13 06:42:33,1,0
2021/06/13 06:42:33,0,1
2021/06/13 06:42:40,1,0
2021/06/13 06:42:42,0,1
2021/06/13 06:42:43,1,0
2021/06/13 06:42:43,0,1
2021/06/13 06:42:44,0,1
2021/06/13 06:42:45,1,0
2021/06/13 06:42:45,1,0
2021/06/13 06:42:46,1,0
2021/06/13 06:42:46,0,1
2021/06/13 06:42:48,1,0
2021/06/13 06:42:50,1,0
2021/06/13 06:42:54,0,1
2021/06/13 06:42:54,0,1
2021/06/13 06:42:57,1,0
2021/06/13 06:42:57,1,0
2021/06/13 06:42:58,0,1
2021/06/13 06:42:59,1,0
2021/06/13 06:43:00,0,1
2021/06/13 06:43:01,1,0
2021/06/13 06:43:04,0,1
2021/06/13 06:43:07,0,1
2021/06/13 06:43:08,1,0
2021/06/13 06:43:08,0,1
2021/06/13 06:43:09,1,0
2021/06/13 06:43:11,1,0
2021/06/13 06:43:12,1,0
2021/06/13 06:43:12,1,0
2021/06/13 06:43:13,1,0
2021/06/13 06:43:20,0,1
2021/06/13 06:43:22,0,1
2021/06/13 06:43:22,0,1
2021/06/13 06:43:22,1,0
2021/06/13 06:43:24,1,0
2021/06/13 06:43:25,0,1
2021/06/13 06:43:25,1,0
2021/06/13 06:43:26,0,1
2021/06/13 06:43:29,0,1
2021/06/13 06:43:30,0,1
2021/06/13 06:43:31,0,1
2021/06/13 06:43:34,1,0
2021/06/13 06:43:37,1,0
2021/06/13 06:43:39,1,0
2021/06/13 06:43:39,0,1
2021/06/13 06:43:40,1,0
2021/06/13 06:43:41,1,0
2021/06/13 06:43:43,0,1
2021/06/13 06:43:43,1,0
2021/06/13 06:43:44,1,0
2021/06/13 06:43:46,0,1
2021/06/13 06:43:48,1,0
2021/06/13 06:43:49,1,0
2021/06/13 06:43:51,1,0
2021/06/13 06:43:52,0,1
2021/06/13 06:43:54,1,0
2021/06/13 06:43:55,1,0
2021/06/13 06:43:56,0,1
2021/06/13 06:43:57,1,0
2021/06/13 06:43:58,1,0
2021/06/13 06:43:59,1,0
2021/06/13 06:44:01,1,0
2021/06/13 06:44:03,1,0
2021/06/13 06:44:04,0,1
2021/06/13 06:44:05,0,1
2021/06/13 06:44:05,1,0
2021/06/13 06:44:08,1,0
2021/06/13 06:44:10,1,0
2021/06/13 06:44:10,1,0
2021/06/13 06:44:12,1,0
2021/06/13 06:44:14,0,1
2021/06/13 06:44:16,1,0
2021/06/13 06:44:19,0,1
2021/06/13 06:44:19,1,0
2021/06/13 06:44:22,1,0
2021/06/13 06:44:22,0,1
2021/06/13 06:44:22,0,1
2021/06/13 06:44:24,1,0
2021/06/13 06:44:27,1,0
2021/06/13 06:44:31,1,0
2021/06/13 06:44:32,1,0
2021/06/13 06:44:37,0,1
2021/06/13 06:44:39,1,0
2021/06/13 06:44:43,1,0
2021/06/13 06:44:48,0,1
2021/06/13 06:44:52,1,0
2021/06/13 06:44:54,0,1
2021/06/13 06:44:56,0,1
2021/06/13 06:44:57,0,1
2021/06/13 06:44:57,1,0
2021/06/13 06:45:00,0,1
2021/06/13 06:45:00,1,0
2021/06/13 06:45:02,0,1
2021/06/13 06:45:03,1,0
2021/06/13 06:45:03,0,1
2021/06/13 06:45:04,1,0
2021/06/13 06:45:07,1,0
2021/06/13 06:45:08,0,1
2021/06/13 06:45:11,0,1
2021/06/13 06:45:15,0,1
2021/06/13 06:45:19,0,1
2021/06/13 06:45:23,1,0
2021/06/13 06:45:28,1,0
2021/06/13 06:45:29,0,1
2021/06/13 06:45:29,1,0
2021/06/13 06:45:30,0,1
2021/06/13 06:45:35,0,1
2021/06/13 06:45:37,0,1
2021/06/13 06:45:39,1,0
2021/06/13 06:45:40,0,1
2021/06/13 06:45:42,1,0
2021/06/13 06:45:42,1,0
2021/06/13 06:45:45,1,0
2021/06/13 06:45:46,1,0
2021/06/13 06:45:48,1,0
2021/06/13 06:45:48,0,1
2021/06/13 06:45:48,1,0
2021/06/13 06:45:50,1,0
2021/06/13 06:45:51,1,0
2021/06/13 06:45:52,1,0
2021/06/13 06:45:52,1,0
2021/06/13 06:45:56,1,0
2021/06/13 06:45:56,0,1
2021/06/13 06:45:57,1,0
2021/06/13 06:45:58,1,0
2021/06/13 06:46:00,1,0
2021/06/13 06:46:04,0,1
2021/06/13 06:46:04,0,1
2021/06/13 06:46:05,1,0
2021/06/13 06:46:07,0,1
2021/06/13 06:46:07,0,1
2021/06/13 06:46:08,1,0
2021/06/13 06:46:09,1,0
2021/06/13 06:46:10,1,0
2021/06/13 06:46:13,1,0
2021/06/13 06:46:14,0,1
2021/06/13 06:46:16,1,0
2021/06/13 06:46:17,0,1
2021/06/13 06:46:17,1,0
2021/06/13 06:46:18,0,1
2021/06/13 06:46:21,0,1
2021/06/13 06:46:22,0,1
2021/06/13 06:46:23,1,0
2021/06/13 06:46:26,1,0
2021/06/13 06:46:27,0,1
2021/06/13 06:46:29,1,0
2021/06/13 06:46:30,1,0
2021/06/13 06:46:32,0,1
2021/06/13 06:46:34,0,1
2021/06/13 06:46:37,0,1
2021/06/13 06:46:39,1,0
2021/06/13 06:46:40,1,0
2021/06/13 06:46:41,0,1
2021/06/13 06:46:43,1,0
2021/06/13 06:46:44,1,0
2021/06/13 06:46:45,1,0
2021/06/13 06:46:46,1,0
2021/06/13 06:46:49,1,0
2021/06/13 06:46:54,1,0
2021/06/13 06:46:56,0,1
2021/06/13 06:46:57,0,1
2021/06/13 06:46:57,0,1
2021/06/13 06:46:57,0,1
2021/06/13 06:46:57,0,1
2021/06/13 06:47:00,1,0
2021/06/13 06:47:01,1,0
2021/06/13 06:47:03,1,0
2021/06/13 06:47:07,0,1
2021/06/13 06:47:08,0,1
2021/06/13 06:47:09,1,0
2021/06/13 06:47:09,1,0
2021/06/13 06:47:10,1,0
2021/06/13 06:47:11,0,1
2021/06/13 06:47:12,1,0
2021/06/13 06:47:21,0,1
2021/06/13 06:47:21,0,1
2021/06/13 06:47:22,0,1
2021/06/13 06:47:24,1,0
2021/06/13 06:47:25,1,0
2021/06/13 06:47:25,1,0
2021/06/13 06:47:26,1,0
2021/06/13 06:47:26,1,0
2021/06/13 06:47:27,1,0
2021/06/13 06:47:28,0,1
2021/06/13 06:47:28,1,0
2021/06/13 06:47:28,1,0
2021/06/13 06:47:31,0,1
2021/06/13 06:47:33,1,0
2021/06/13 06:47:33,1,0
2021/06/13 06:47:35,1,0
2021/06/13 06:47:35,0,1
2021/06/13 06:47:36,1,0
2021/06/13 06:47:36,1,0
2021/06/13 06:47:38,1,0
2021/06/13 06:47:39,0,1
2021/06/13 06:47:41,1,0
2021/06/13 06:47:42,0,1
2021/06/13 06:47:44,1,0
2021/06/13 06:47:45,0,1
2021/06/13 06:47:46,0,1
2021/06/13 06:47:50,1,0
2021/06/13 06:47:53,1,0
2021/06/13 06:47:55,0,1
2021/06/13 06:47:57,0,1
2021/06/13 06:47:58,1,0
2021/06/13 06:47:59,1,0
2021/06/13 06:47:59,1,0
2021/06/13 06:48:00,1,0
2021/06/13 06:48:05,0,1
2021/06/13 06:48:07,0,1
2021/06/13 06:48:07,1,0
2021/06/13 06:48:09,1,0
2021/06/13 06:48:09,1,0
2021/06/13 06:48:15,1,0
2021/06/13 06:48:15,1,0
2021/06/13 06:48:16,0,1
2021/06/13 06:48:18,0,1
2021/06/13 06:48:19,0,1
2021/06/13 06:48:20,1,0
2021/06/13 06:48:21,1,0
2021/06/13 06:48:22,1,0
2021/06/13 06:48:23,1,0
2021/06/13 06:48:27,1,0
2021/06/13 06:48:28,0,1
2021/06/13 06:48:29,1,0
2021/06/13 06:48:33,1,0
2021/06/13 06:48:38,0,1
2021/06/13 06:48:38,0,1
2021/06/13 06:48:42,0,1
2021/06/13 06:48:47,0,1
2021/06/13 06:48:47,0,1
2021/06/13 06:48:48,1,0
2021/06/13 06:48:50,1,0
2021/06/13 06:48:53,0,1
2021/06/13 06:48:53,1,0
2021/06/13 06:48:53,1,0
2021/06/13 06:48:55,1,0
2021/06/13 06:48:56,1,0
2021/06/13 06:48:56,1,0
2021/06/13 06:48:56,0,1
2021/06/13 06:48:57,0,1
2021/06/13 06:48:59,1,0
2021/06/13 06:48:59,0,1
2021/06/13 06:48:59,0,1
2021/06/13 06:49:00,0,1
2021/06/13 06:49:01,1,0
2021/06/13 06:49:03,1,0
2021/06/13 06:49:07,0,1
2021/06/13 06:49:07,1,0
2021/06/13 06:49:10,1,0
2021/06/13 06:49:12,0,1
2021/06/13 06:49:12,1,0
2021/06/13 06:49:14,0,1
2021/06/13 06:49:16,1,0
2021/06/13 06:49:18,1,0
2021/06/13 06:49:20,1,0
2021/06/13 06:49:25,1,0
2021/06/13 06:49:26,0,1
2021/06/13 06:49:27,1,0
2021/06/13 06:49:29,1,0
2021/06/13 06:49:30,0,1
2021/06/13 06:49:31,1,0
2021/06/13 06:49:32,1,0
2021/06/13 06:49:34,0,1
2021/06/13 06:49:34,1,0
2021/06/13 06:49:38,0,1
2021/06/13 06:49:40,1,0
2021/06/13 06:49:42,1,0
2021/06/13 06:49:42,0,1
2021/06/13 06:49:43,0,1
2021/06/13 06:49:44,1,0
2021/06/13 06:49:45,1,0
2021/06/13 06:49:48,0,1
2021/06/13 06:49:50,1,0
2021/06/13 06:49:52,1,0
2021/06/13 06:49:53,1,0
2021/06/13 06:49:57,0,1
2021/06/13 06:49:59,1,0
2021/06/13 06:50:06,1,0
2021/06/13 06:50:07,0,1
2021/06/13 06:50:08,1,0
2021/06/13 06:50:14,1,0
2021/06/13 06:50:19,1,0
2021/06/13 06:50:21,0,1
2021/06/13 06:50:28,0,1
2021/06/13 06:50:28,0,1
2021/06/13 06:50:29,1,0
2021/06/13 06:50:30,1,0
2021/06/13 06:50:31,1,0
2021/06/13 06:50:37,1,0
2021/06/13 06:50:39,0,1
2021/06/13 06:50:41,1,0
2021/06/13 06:50:41,1,0
2021/06/13 06:50:43,0,1
2021/06/13 06:50:45,0,1
2021/06/13 06:50:45,1,0
2021/06/13 06:50:48,0,1
2021/06/13 06:50:48,0,1
2021/06/13 06:50:51,1,0
2021/06/13 06:50:51,0,1
2021/06/13 06:50:53,1,0
2021/06/13 06:50:54,0,1
2021/06/13 06:50:56,0,1
2021/06/13 06:50:58,1,0
2021/06/13 06:50:58,1,0
2021/06/13 06:51:00,0,1
2021/06/13 06:51:01,0,1
2021/06/13 06:51:02,0,1
2021/06/13 06:51:04,1,0
2021/06/13 06:51:05,0,1
2021/06/13 06:51:05,0,1
2021/06/13 06:51:06,0,1
2021/06/13 06:51:07,0,1
2021/06/13 06:51:08,1,0
2021/06/13 06:51:08,1,0
2021/06/13 06:51:09,1,0
2021/06/13 06:51:10,1,0
2021/06/13 06:51:12,0,1
2021/06/13 06:51:12,0,1
2021/06/13 06:51:12,0,1
2021/06/13 06:51:14,1,0
2021/06/13 06:51:16,1,0
2021/06/13 06:51:18,1,0
2021/06/13 06:51:20,1,0
2021/06/13 06:51:21,1,0
2021/06/13 06:51:22,1,0
2021/06/13 06:51:27,1,0
2021/06/13 06:51:27,0,1
2021/06/13 06:51:28,0,1
2021/06/13 06:51:29,0,1
2021/06/13 06:51:30,1,0
2021/06/13 06:51:33,0,1
2021/06/13 06:51:37,1,0
2021/06/13 06:51:38,0,1
2021/06/13 06:51:38,0,1
2021/06/13 06:51:41,1,0
2021/06/13 06:51:42,0,1
2021/06/13 06:51:43,0,1
2021/06/13 06:51:43,1,0
2021/06/13 06:51:47,0,1
2021/06/13 06:51:49,1,0
2021/06/13 06:51:49,0,1
2021/06/13 06:51:51,1,0
2021/06/13 06:51:52,0,1
2021/06/13 06:51:54,0,1
2021/06/13 06:51:54,1,0
2021/06/13 06:51:57,0,1
2021/06/13 06:51:58,1,0
2021/06/13 06:52:00,1,0
2021/06/13 06:52:03,1,0
2021/06/13 06:52:06,0,1
2021/06/13 06:52:07,0,1
2021/06/13 06:52:13,0,1
2021/06/13 06:52:13,0,1
2021/06/13 06:52:14,1,0
2021/06/13 06:52:15,0,1
2021/06/13 06:52:16,1,0
2021/06/13 06:52:17,1,0
2021/06/13 06:52:18,1,0
2021/06/13 06:52:19,1,0
2021/06/13 06:52:20,1,0
2021/06/13 06:52:21,1,0
2021/06/13 06:52:25,0,1
2021/06/13 06:52:32,0,1
2021/06/13 06:52:32,1,0
2021/06/13 06:52:33,0,1
2021/06/13 06:52:36,1,0
2021/06/13 06:52:36,1,0
2021/06/13 06:52:36,0,1
2021/06/13 06:52:38,1,0
2021/06/13 06:52:40,1,0
2021/06/13 06:52:42,0,1
2021/06/13 06:52:43,0,1
2021/06/13 06:52:45,0,1
2021/06/13 06:52:46,1,0
2021/06/13 06:52:48,1,0
2021/06/13 06:52:51,0,1
2021/06/13 06:52:53,0,1
2021/06/13 06:52:56,0,1
2021/06/13 06:52:56,0,1
2021/06/13 06:52:56,1,0
2021/06/13 06:52:58,1,0
2021/06/13 06:53:00,1,0
