Date,WinCL,WinWL
2021/05/26 02:44:32,1,0
2021/05/26 02:44:54,0,1
2021/05/26 02:44:57,0,1
2021/05/26 02:45:04,0,1
2021/05/26 02:45:10,1,0
2021/05/26 02:47:34,0,1
2021/05/26 02:47:45,0,1
2021/05/26 02:48:01,0,1
2021/05/26 02:48:51,0,1
2021/05/26 02:48:55,1,0
2021/05/26 02:49:04,1,0
2021/05/26 02:49:13,1,0
2021/05/26 02:49:17,0,1
2021/05/26 02:49:25,1,0
2021/05/26 02:49:36,1,0
2021/05/26 02:49:44,0,1
2021/05/26 02:49:56,1,0
2021/05/26 02:50:11,1,0
2021/05/26 02:50:15,1,0
2021/05/26 02:50:26,1,0
2021/05/26 02:50:46,0,1
2021/05/26 02:50:54,1,0
2021/05/26 02:51:09,0,1
2021/05/26 02:51:39,0,1
2021/05/26 02:51:42,1,0
2021/05/26 02:51:52,1,0
2021/05/26 02:52:22,0,1
2021/05/26 02:52:27,0,1
2021/05/26 02:52:48,0,1
2021/05/26 02:53:10,1,0
2021/05/26 02:53:32,0,1
2021/05/26 02:53:35,1,0
2021/05/26 02:53:41,1,0
2021/05/26 02:53:49,0,1
2021/05/26 02:53:57,1,0
2021/05/26 02:54:12,0,1
2021/05/26 02:54:22,0,1
2021/05/26 02:54:35,0,1
2021/05/26 02:54:57,0,1
2021/05/26 02:56:51,1,0
2021/05/26 02:57:06,1,0
2021/05/26 02:57:11,1,0
2021/05/26 02:57:32,1,0
2021/05/26 02:57:37,0,1
2021/05/26 02:57:47,1,0
2021/05/26 02:58:06,0,1
2021/05/26 02:58:15,1,0
2021/05/26 03:01:24,1,0
2021/05/26 03:01:32,0,1
2021/05/26 03:01:42,1,0
2021/05/26 03:01:53,1,0
2021/05/26 03:02:01,0,1
2021/05/26 03:02:17,0,1
2021/05/26 03:02:26,1,0
2021/05/26 03:04:10,1,0
2021/05/26 03:04:14,1,0
2021/05/26 03:04:18,1,0
2021/05/26 03:04:34,0,1
2021/05/26 03:05:00,0,1
2021/05/26 03:05:14,0,1
2021/05/26 03:07:18,0,1
2021/05/26 03:07:23,1,0
2021/05/26 03:07:28,1,0
2021/05/26 03:07:47,0,1
2021/05/26 03:08:05,1,0
2021/05/26 03:08:10,1,0
2021/05/26 03:08:20,1,0
2021/05/26 03:10:14,0,1
2021/05/26 03:10:17,1,0
2021/05/26 03:10:45,0,1
2021/05/26 03:10:52,1,0
2021/05/26 03:11:08,0,1
2021/05/26 03:11:11,0,1
2021/05/26 03:11:50,0,1
2021/05/26 03:12:09,0,1
2021/05/26 03:12:22,1,0
2021/05/26 03:12:32,1,0
2021/05/26 03:12:45,0,1
2021/05/26 03:12:51,0,1
2021/05/26 03:12:56,1,0
2021/05/26 03:13:23,1,0
2021/05/26 03:13:37,1,0
2021/05/26 03:13:42,0,1
2021/05/26 03:14:01,1,0
2021/05/26 03:14:10,0,1
2021/05/26 03:14:18,1,0
2021/05/26 03:14:27,0,1
2021/05/26 03:14:44,0,1
2021/05/26 03:14:49,1,0
2021/05/26 03:14:55,1,0
2021/05/26 03:16:54,1,0
2021/05/26 03:17:00,1,0
2021/05/26 03:17:09,0,1
2021/05/26 03:17:16,1,0
2021/05/26 03:17:27,1,0
2021/05/26 03:19:35,0,1
2021/05/26 03:19:46,0,1
2021/05/26 03:19:53,0,1
2021/05/26 03:22:27,0,1
2021/05/26 03:22:40,0,1
2021/05/26 03:22:50,0,1
2021/05/26 03:23:08,0,1
2021/05/26 03:23:33,0,1
2021/05/26 03:23:38,1,0
2021/05/26 03:23:49,0,1
2021/05/26 03:23:59,1,0
2021/05/26 03:24:11,0,1
2021/05/26 03:24:20,0,1
2021/05/26 03:24:45,0,1
2021/05/26 03:25:09,0,1
2021/05/26 03:25:20,0,1
2021/05/26 03:25:48,0,1
2021/05/26 03:25:52,1,0
2021/05/26 03:25:58,1,0
2021/05/26 03:26:24,0,1
2021/05/26 03:26:33,1,0
2021/05/26 03:26:54,0,1
2021/05/26 03:27:03,0,1
2021/05/26 03:27:23,1,0
2021/05/26 03:27:43,0,1
2021/05/26 03:27:48,0,1
2021/05/26 03:28:27,1,0
2021/05/26 03:29:00,1,0
2021/05/26 03:29:03,1,0
2021/05/26 03:29:13,0,1
2021/05/26 03:29:45,0,1
2021/05/26 03:29:59,0,1
2021/05/26 03:30:07,1,0
2021/05/26 03:30:17,1,0
2021/05/26 03:30:27,0,1
2021/05/26 03:30:37,0,1
2021/05/26 03:30:58,0,1
2021/05/26 03:31:02,0,1
2021/05/26 03:31:41,0,1
2021/05/26 03:31:53,0,1
2021/05/26 03:32:09,0,1
2021/05/26 03:32:34,1,0
2021/05/26 03:32:44,0,1
2021/05/26 03:32:55,1,0
2021/05/26 03:32:59,1,0
2021/05/26 03:33:14,1,0
2021/05/26 03:33:24,0,1
2021/05/26 03:33:32,0,1
2021/05/26 03:33:41,1,0
2021/05/26 03:33:54,1,0
2021/05/26 03:36:00,1,0
2021/05/26 03:36:05,1,0
2021/05/26 03:36:07,0,1
2021/05/26 03:36:33,0,1
2021/05/26 03:36:47,0,1
2021/05/26 03:37:05,0,1
2021/05/26 03:37:10,1,0
2021/05/26 03:39:01,0,1
2021/05/26 03:39:14,0,1
2021/05/26 03:41:06,1,0
2021/05/26 03:42:23,1,0
2021/05/26 03:42:35,0,1
2021/05/26 03:42:40,1,0
2021/05/26 03:43:00,0,1
2021/05/26 03:43:18,1,0
2021/05/26 03:43:29,0,1
2021/05/26 03:43:35,1,0
2021/05/26 03:45:28,0,1
2021/05/26 03:45:46,0,1
2021/05/26 03:45:59,0,1
2021/05/26 03:46:04,0,1
2021/05/26 03:46:13,0,1
2021/05/26 03:46:22,0,1
2021/05/26 03:46:32,0,1
2021/05/26 03:46:43,0,1
2021/05/26 03:48:35,0,1
2021/05/26 03:48:55,0,1
2021/05/26 03:49:14,1,0
2021/05/26 03:49:37,0,1
2021/05/26 03:52:02,0,1
2021/05/26 03:52:06,1,0
2021/05/26 03:52:29,0,1
2021/05/26 03:54:13,0,1
2021/05/26 03:54:21,0,1
2021/05/26 03:54:21,428,572
